PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
415,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Community health promoters have visted her, checking on her recovery and educating her family and neighbours on using water purification tablets, proper handwashing, avoiding cold food and maintaining hygiene at food preparation areas and toilets.",,,,,ReliefWeb Kenya,2025-05-22,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-steps-national-cholera-preparedness-and-response"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
416,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya – Solutions and Mobility Index – Turkana and Garissa counties (September - November 2024) - Kenya,,,,,ReliefWeb Kenya,2025-05-31,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-solutions-and-mobility-index-turkana-and-garissa-counties-september-november-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
417,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Lancet research finds glasses still out of reach for millions of people - Kenya,,,,,ReliefWeb Kenya,2025-05-23,"{""source_url"": ""https://reliefweb.int/report/kenya/lancet-research-finds-glasses-still-out-reach-millions-people"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
418,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Dr May Ho, Optometry and Primary Care Advisor at The Fred Hollows Foundation, said the findings reflect that not enough was being done to address persistent and preventable inequity.",,,,,ReliefWeb Kenya,2025-05-23,"{""source_url"": ""https://reliefweb.int/report/kenya/lancet-research-finds-glasses-still-out-reach-millions-people"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
419,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"“We are working to change this, but without urgent, coordinated action across governments, global institutions, philanthropy and the private sector, the most disadvantaged people will continue to be left behind.",,,,,ReliefWeb Kenya,2025-05-23,"{""source_url"": ""https://reliefweb.int/report/kenya/lancet-research-finds-glasses-still-out-reach-millions-people"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
420,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Annex: Roadmap 2024 -Regional Program on Enhancing the Investment Climate for the Economic Empowerment of Refugee, Returnee and Host/Return Community Women in the East and Horn of Africa and Great Lakes Region - Kenya",,,,,ReliefWeb Kenya,2025-06-04,"{""source_url"": ""https://reliefweb.int/report/kenya/annex-roadmap-2024-regional-program-enhancing-investment-climate-economic-empowerment-refugee-returnee-and-hostreturn-community-women-east-and-horn-africa-and-great-lakes-region"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
421,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Refugees in Kenya at risk of worsening hunger as WFP faces critical funding shortfall - Kenya,,,,,ReliefWeb Kenya,2025-05-22,"{""source_url"": ""https://reliefweb.int/report/kenya/refugees-kenya-risk-worsening-hunger-wfp-faces-critical-funding-shortfall"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
422,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"A GAM rate over 10 percent is classed as a nutrition emergency, particularly in refugee settings, meaning urgent intervention is required to prevent life-threatening complications from malnutrition.",,,,,ReliefWeb Kenya,2025-05-22,"{""source_url"": ""https://reliefweb.int/report/kenya/refugees-kenya-risk-worsening-hunger-wfp-faces-critical-funding-shortfall"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
423,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"“Food assistance is a vital safety net, and we remain committed to doing all we can to support refugees who are trying to rebuild their lives in safety.” WFP urgently requires US$44 million to provide full rations and restore cash assistance for all refugees through August.",,,,,ReliefWeb Kenya,2025-05-22,"{""source_url"": ""https://reliefweb.int/report/kenya/refugees-kenya-risk-worsening-hunger-wfp-faces-critical-funding-shortfall"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
424,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Follow us on X, formerly Twitter, via @wfp_media @wfp_africa @wfp_kenya For more information please contact (email address: firstname.lastname@wfp.org): Mercy Juma, WFP/ Nairobi; Tel: +254 704 723 762",,,,,ReliefWeb Kenya,2025-05-22,"{""source_url"": ""https://reliefweb.int/report/kenya/refugees-kenya-risk-worsening-hunger-wfp-faces-critical-funding-shortfall"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
425,Security & Safety,PSA,Public Safety Awareness,"Recurring Fire Tragedies in Kenya, from Reaction to Prevention - Kenya",,,,,ReliefWeb Kenya,2025-06-09,"{""source_url"": ""https://reliefweb.int/report/kenya/recurring-fire-tragedies-kenya-reaction-prevention"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
426,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),‘Consensual’ Women Trafficking in Kenya: Can Intersectional Feminism Provide a Solution? - Kenya,,,,,ReliefWeb Kenya,2025-06-05,"{""source_url"": ""https://reliefweb.int/report/kenya/consensual-women-trafficking-kenya-can-intersectional-feminism-provide-solution"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
427,Security & Safety,PSA,Public Safety Awareness,"Kisumu County sought assistance for cholera control on 2 May and flood response on 14 May, following earlier appeals including a public notice by the Cabinet Secretary for Health.",,,,,ReliefWeb Kenya,2025-05-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flood-and-cholera-outbreak-2025-dref-operation-appeal-mdrke066"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
428,Security & Safety,PSA,Public Safety Awareness,"Following further floods alerts, on 16 May, the government ordered evacuations in Tana River and Garissa after Kiambere Dam overflowed and KRCS was called to support as well.",,,,,ReliefWeb Kenya,2025-05-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flood-and-cholera-outbreak-2025-dref-operation-appeal-mdrke066"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
429,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"In parallel, both the upsurge of cases and death for cholera and Leishmaniasis pose a serious threat to the communities in the past quarter.",,,,,ReliefWeb Kenya,2025-05-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flood-and-cholera-outbreak-2025-dref-operation-appeal-mdrke066"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
430,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Dadaab and Kakuma Refugee Camp in Kenya | Joint Market Monitoring Initiative (JMMI) Q4 (October - December 2024) - Kenya,,,,,ReliefWeb Kenya,2025-06-17,"{""source_url"": ""https://reliefweb.int/report/kenya/dadaab-and-kakuma-refugee-camp-kenya-joint-market-monitoring-initiative-jmmi-q4-october-december-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
431,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Project Brief: Enhancing Soil Health and Agroecology in Kenya - May 2025 - Kenya,,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/project-brief-enhancing-soil-health-and-agroecology-kenya-may-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
432,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Solutions Brief: Community Advocacy Champions - Kenya,,,,,ReliefWeb Kenya,2025-06-13,"{""source_url"": ""https://reliefweb.int/report/kenya/solutions-brief-community-advocacy-champions"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
433,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Enhancing reproductive health services through on-site mentorship in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-06-01,"{""source_url"": ""https://reliefweb.int/report/kenya/enhancing-reproductive-health-services-through-site-mentorship-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
434,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Research Briefs: Results From Re:BUiLD’s Wave 1 Randomized Control Trials (RCTs) On Mentorship And Cash Grants For Microentrepreneurs in Nairobi, Kenya and Kampala, Uganda - Kenya",,,,,ReliefWeb Kenya,2025-06-11,"{""source_url"": ""https://reliefweb.int/report/kenya/research-briefs-results-rebuilds-wave-1-randomized-control-trials-rcts-mentorship-and-cash-grants-microentrepreneurs-nairobi-kenya-and-kampala-uganda"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
435,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya – Flow Monitoring Dashboard Round 3 (January-March 2025) - Kenya,,,,,ReliefWeb Kenya,2025-05-28,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flow-monitoring-dashboard-round-3-january-march-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
436,Security & Safety,PSA,Public Safety Awareness,CADIS and Tzu Chi Deliver Relief to Flood-Hit Communities in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-05-26,"{""source_url"": ""https://reliefweb.int/report/kenya/cadis-and-tzu-chi-deliver-relief-flood-hit-communities-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
437,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Toward a Shared Future: Advancing Refugee Integration in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/toward-shared-future-advancing-refugee-integration-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
438,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Strikingly, over half of these individuals were children, underscoring the urgency of sustainable, child-focused solutions.",,,,,ReliefWeb Kenya,2025-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/toward-shared-future-advancing-refugee-integration-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
439,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"What I witnessed was not just hardship; it was a haunting reminder of the world’s failure to protect refugees.” In the camps, refugees live in overcrowded shelters, many made of tarps and tin.",,,,,ReliefWeb Kenya,2025-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/toward-shared-future-advancing-refugee-integration-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
440,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"As implementation of the Shirika Plan begins and sets out to address the needs of refugees and host communities, refugee voices must be included and at the center of dialogue and action.",,,,,ReliefWeb Kenya,2025-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/toward-shared-future-advancing-refugee-integration-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
441,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"For inquiries, please contact: policy@refugees.org",,,,,ReliefWeb Kenya,2025-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/toward-shared-future-advancing-refugee-integration-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
442,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),UK Parliamentarians conclude study tour to Kenya aimed at gaining insights into global sexual and reproductive health and rights - Kenya,,,,,ReliefWeb Kenya,2025-04-15,"{""source_url"": ""https://reliefweb.int/report/kenya/uk-parliamentarians-conclude-study-tour-kenya-aimed-gaining-insights-global-sexual-and-reproductive-health-and-rights"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
443,Security & Safety,PSA,Crime Prevention,"About UNFPA UNFPA is the United Nations sexual and reproductive health agency, working to ensure every pregnancy is wanted, every childbirth is safe, and every young person’s potential is fulfilled.",,,,,ReliefWeb Kenya,2025-04-15,"{""source_url"": ""https://reliefweb.int/report/kenya/uk-parliamentarians-conclude-study-tour-kenya-aimed-gaining-insights-global-sexual-and-reproductive-health-and-rights"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
444,Security & Safety,PSA,Public Safety Awareness,"Severe droughts in Kenya drive child marriage, increasing the risk of modern slavery - Kenya",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/severe-droughts-kenya-drive-child-marriage-increasing-risk-modern-slavery"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
445,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Climate change is worsening exploitation, highlighting the urgent need for stronger protections.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/severe-droughts-kenya-drive-child-marriage-increasing-risk-modern-slavery"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
446,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Urgent action is needed to protect women and girls from exploitation The increasing frequency of extreme weather events is deepening gender inequalities, pushing women and girls further into modern slavery.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/severe-droughts-kenya-drive-child-marriage-increasing-risk-modern-slavery"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
447,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Walk Free’s Global Slavery Index highlights the urgent need for targeted interventions to protect vulnerable populations, including: - Expanding social safety nets to support vulnerable families and prevent child marriage.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/severe-droughts-kenya-drive-child-marriage-increasing-risk-modern-slavery"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
448,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"As climate change accelerates, protecting women and girls from modern slavery must be a priority in global adaptation responses.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/severe-droughts-kenya-drive-child-marriage-increasing-risk-modern-slavery"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
449,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya, Garissa and Turkana Counties: Addressing water and sanitation challenges for schools and health facilities (November 2024) - Kenya",,,,,ReliefWeb Kenya,2025-04-28,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-garissa-and-turkana-counties-addressing-water-and-sanitation-challenges-schools-and-health-facilities-november-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
450,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Nairobi County Refugee Integration and Community Building Strategy - Kenya,,,,,ReliefWeb Kenya,2025-04-29,"{""source_url"": ""https://reliefweb.int/report/kenya/nairobi-county-refugee-integration-and-community-building-strategy"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
451,Security & Safety,PSA,Public Safety Awareness,"Kenya - Floods (DG ECHO, media, Kenya Meteorological Department) (ECHO Daily Flash of 23 April 2025) - Kenya",,,,,ReliefWeb Kenya,2025-04-23,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-floods-dg-echo-media-kenya-meteorological-department-echo-daily-flash-23-april-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
452,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Ministry of Health Press Statement (Date of Release: 8th April, 2025) - Kenya",,,,,ReliefWeb Kenya,2025-04-08,"{""source_url"": ""https://reliefweb.int/report/kenya/ministry-health-press-statement-date-release-8th-april-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
453,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),MSF Responds to Surge in Kala-azar cases in Wajir and Marsabit Counties in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
454,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"MSF Responds to Surge in Kala-azar cases in Wajir and Marsabit Counties in Kenya - Kenya Since late 2024, Marsabit and Wajir counties, in the arid north-eastern region of Kenya, have been experiencing a significant surge in cases of Kala-azar, also known as Visceral Leishmaniasis.",,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
455,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),This shortage severely hindered timely treatment and control of the disease in the affected communities at the start of the surges.,,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
456,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Health care workers not always knowing how to diagnose reduced the capacity to respond quickly at the initial stages of the surges leading to untimely loss of lives” said Hussein Mohammed, acting neglected tropical disease coordinator in Wajir County.",,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
457,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"A call for greater attention and resources for neglected tropical diseases “This outbreak is a reminder that neglected diseases do not just affect health, they expose deep inequalities in healthcare access,” reiterates Maureen Muchanga, MSF medical team lead in Wajir.",,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
458,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"“Without proper vector control, accurate diagnosis, affordable treatment, and enough trained healthcare workers, kala azar detection and care remain delayed and difficult with human cost.” The surges in Wajir and Marsabit have once again shown the human impact of neglected diseases.",,,,,ReliefWeb Kenya,2025-05-20,"{""source_url"": ""https://reliefweb.int/report/kenya/msf-responds-surge-kala-azar-cases-wajir-and-marsabit-counties-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
459,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Navigating the City - The Internal Migration of Refugees from Kakuma and Dadaab Refugee Camps to Nairobi, Working paper 3 - December 2024 - Kenya",,,,,ReliefWeb Kenya,2024-12-09,"{""source_url"": ""https://reliefweb.int/report/kenya/navigating-city-internal-migration-refugees-kakuma-and-dadaab-refugee-camps-nairobi-working-paper-3-december-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
460,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Urban Refugee Policies and Legislation in Kenya and Uganda: 2025 Stocktake - Kenya,,,,,ReliefWeb Kenya,2025-05-12,"{""source_url"": ""https://reliefweb.int/report/kenya/urban-refugee-policies-and-legislation-kenya-and-uganda-2025-stocktake"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
461,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),JRS - Economic Inclusion of Refugees and Host Communities in Kenya: A market analysis - Kenya,,,,,ReliefWeb Kenya,2025-02-21,"{""source_url"": ""https://reliefweb.int/report/kenya/jrs-economic-inclusion-refugees-and-host-communities-kenya-market-analysis"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
462,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Weekly Bulletin on Outbreaks and Other Emergencies: Week 20: 12 -18 May 2025 (Data as reported by: 17:00; 18 May 2025) - Kenya,,,,,ReliefWeb Kenya,2025-05-18,"{""source_url"": ""https://reliefweb.int/report/kenya/weekly-bulletin-outbreaks-and-other-emergencies-week-20-12-18-may-2025-data-reported-1700-18-may-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
463,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Additionally, enhancing the diagnostic capacity of sub-national laboratories and strengthening healthcare worker training on Mpox identification and case management are critical areas requiring urgent attention.",,,,,ReliefWeb Kenya,2025-05-18,"{""source_url"": ""https://reliefweb.int/report/kenya/weekly-bulletin-outbreaks-and-other-emergencies-week-20-12-18-may-2025-data-reported-1700-18-may-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
464,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Presentation - Supporting refugee self-reliance through large cash transfers - May 2025 - Kenya,,,,,ReliefWeb Kenya,2025-05-08,"{""source_url"": ""https://reliefweb.int/report/kenya/presentation-supporting-refugee-self-reliance-through-large-cash-transfers-may-2025"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
465,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Despite these eorts, the crisis underscored the urgent need for sustainable solutions.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-baringo-social-unrest-dref-final-report-mdrke059"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
466,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Everyday Heroes Leading the Fight Against Hunger - Kenya,,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/everyday-heroes-leading-fight-against-hunger"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
467,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"We register them in our malnutrition register, enroll them in our outpatient therapeutic or supplementary feeding program, administer deworming medication, and collaborate with community health promoters to monitor their progress”, she says.",,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/everyday-heroes-leading-fight-against-hunger"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
468,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Action Against Hunger supported her with a water tank to store rainwater and installed a bio-sand water filtration system in the community to ensure clean water access.,,,,,ReliefWeb Kenya,2025-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/everyday-heroes-leading-fight-against-hunger"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
469,Security & Safety,PSA,Public Safety Awareness,"Adaptation in Adversity - The Impact of Drought on the Livelihood Adaptive Strategies of Refugee Youth with Physical Disabilities in Kakuma Refugee Camp, Working paper 4 - December 2024 - Kenya",,,,,ReliefWeb Kenya,2025-04-12,"{""source_url"": ""https://reliefweb.int/report/kenya/adaptation-adversity-impact-drought-livelihood-adaptive-strategies-refugee-youth-physical-disabilities-kakuma-refugee-camp-working-paper-4-december-2024"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
470,Security & Safety,PSA,Public Safety Awareness,Kenya launches 'Early Warnings for All' initiative to enhance disaster preparedness - Kenya,,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
471,Security & Safety,PSA,Public Safety Awareness,"Kenya launches 'Early Warnings for All' initiative to enhance disaster preparedness - Kenya Nairobi, Kenya - May 21, 2025 - Today, Kenya officially took a major step towards protecting lives and livelihoods from disasters through its national launch of the Early Warnings for All (EW4All) initiative.",,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
472,Security & Safety,PSA,Public Safety Awareness,"The launch of EW4All in Kenya underscores the urgent need to shift from reactive disaster response to proactive anticipatory action, while ensuring that no one is left behind when disasters strike.",,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
473,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Let us therefore unite, collaborate, engage, and build an Early Warning System in Kenya that will reduce loss of life and livelihoods, bolster food security, and build a more resilient Kenya for generations to come"".",,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
474,Security & Safety,PSA,Public Safety Awareness,"She also announced that ""5 percent of the national Disaster Risk Management budget will be allocated to upgrading early warning systems across all relevant institutions"".",,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
475,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya is not new to early warning systems and has been making notable progress in advancing this work.,,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
476,Security & Safety,PSA,Public Safety Awareness,"To strengthen inclusive early warning in the country, the workshop will provide a platform to coordinate efforts, strengthen disaster governance, and enhance Kenya's capacity for real-time monitoring and forecasting of natural hazards.",,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
477,Security & Safety,PSA,Public Safety Awareness,Early warning systems are among the most effective measures for reducing disaster risks and building resilience.,,,,,ReliefWeb Kenya,2025-05-21,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-launches-early-warnings-all-initiative-enhance-disaster-preparedness"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
478,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),World Malaria Day: preventing deaths among refugee children in Kenya - Kenya,,,,,ReliefWeb Kenya,2025-04-25,"{""source_url"": ""https://reliefweb.int/report/kenya/world-malaria-day-preventing-deaths-among-refugee-children-kenya"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
479,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: Don Bosco Center Makuyu renovates facilities thanks to donor funding from Salesian Missions - Kenya,,,,,ReliefWeb Kenya,2025-04-15,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-don-bosco-center-makuyu-renovates-facilities-thanks-donor-funding-salesian-missions"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
480,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Kenya: Scholarships help vulnerable students complete secondary education - Kenya,,,,,ReliefWeb Kenya,2025-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-scholarships-help-vulnerable-students-complete-secondary-education"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
481,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Scholarship recipients also receive mentoring services to help ensure they successfully complete secondary education.,,,,,ReliefWeb Kenya,2025-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-scholarships-help-vulnerable-students-complete-secondary-education"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
482,Security & Safety,PSA,Public Safety Awareness,Applications were reviewed by Kenya’s Community Scholars Advisory Committee at locations throughout the country.,,,,,ReliefWeb Kenya,2025-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-scholarships-help-vulnerable-students-complete-secondary-education"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
483,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"In the future, I want to be a surgeon.",,,,,ReliefWeb Kenya,2025-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-scholarships-help-vulnerable-students-complete-secondary-education"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
484,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Gender Strategy on Weather and Climate Information Services in East Africa - Kenya,,,,,ReliefWeb Kenya,2025-04-02,"{""source_url"": ""https://reliefweb.int/report/kenya/gender-strategy-weather-and-climate-information-services-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
485,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),The project focuses on the co-design and co-production of inclusive WCIS and impact-based early warning systems (IBEWS) to improve accessibility and utilization among marginalized groups.,,,,,ReliefWeb Kenya,2025-04-02,"{""source_url"": ""https://reliefweb.int/report/kenya/gender-strategy-weather-and-climate-information-services-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.802566""}"
