PSA_ID,Domain,Class,Sub_Category,English,Source,Date,Metadata
153,Security & Safety,PSA,Public Safety Awareness,"Kenya now faces both flood emergency and drought crisis, country braces for cholera risk - Kenya CARE Kenya is well-positioned to reach vulnerable households and will be continuously assessing the evolving situation through rapid needs assessments to identify emerging gaps in shelter, water and sanitation, protection, and livelihoods and ensure that assistance reaches those most in need, as quickly as possible. Many households have also lost their sources of income and urgently require help to restart their livelihoods and support for small businesses. - CARE and its partners are conducting rapid needs assessments to determine the most urgent humanitarian priorities, including shelter, water, sanitation and hygiene (WASH), protection, and livelihood support. For media inquiries, please email usa.media@care.org, or contact Pauline Hurungudo, CARE East and Southern Africa, Regional Communications Advisor, email: Pauline.Hurungudo@care.org",ReliefWeb Kenya,2026-03-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-now-faces-both-flood-emergency-and-drought-crisis-country-braces-cholera-risk"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
154,Security & Safety,PSA,Public Safety Awareness,"Africa Region | Mpox Appeal - Operations Update #5 (MDRS1003) - Kenya Despite this progress, within the same period, a strong resurgence of cases was observed in Western Africa, in particular Guinea, Togo and Sierra Leone, in Kenya and Tanzania in East Africa and in Malawi and Mozambique in Southern Africa. What Is Therapeutic Milk? Treating Severe Child Malnutrition - Kenya Treating Severe Child Malnutrition - Kenya Severe acute malnutrition is one of the deadliest conditions affecting children under five, requiring urgent medical care—not just food. Caregivers or health workers identify warning signs such as visible wasting, swollen feet, or a red-zone MUAC measurement. By pairing lifesaving treatment with prevention-focused care, Action Against Hunger works not only to help children survive today, but to ensure they grow, thrive, and never need therapeutic milk again.",ReliefWeb Kenya,2026-03-31,"{""source_url"": ""https://reliefweb.int/report/kenya/africa-region-mpox-appeal-operations-update-5-mdrs1003"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
155,Security & Safety,PSA,Public Safety Awareness,"Disaster displacement risk in Kenya: An overview of the risk of future displacement by riverine floods, storm surges, cyclonic winds and droughts at the national and sub-national levels - Kenya",ReliefWeb Kenya,2026-04-01,"{""source_url"": ""https://reliefweb.int/report/kenya/disaster-displacement-risk-kenya-overview-risk-future-displacement-riverine-floods-storm-surges-cyclonic-winds-and-droughts-national-and-sub-national-levels"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
156,Security & Safety,PSA,Public Safety Awareness,"Building Strong Systems to Improve Health and Nutrition in Kenya - Kenya Kenya - Severe weather and floods (media, NOAA-CPC) (ECHO Daily Flash of 2 April 2026) - Kenya Kenya - Key Message Update: Long rains to drive improvement, but widespread Crisis (IPC Phase 3) will persist, March 2026 - Kenya Country Brief Kenya - Climate Change, Mobility, and Conflict Dynamics (April 2026) - Kenya - Many urgent humanitarian needs are unmet in Kenya. - Community-based early warning systems for climate risks exist, but they are underdeveloped. Fewer than half (45%) of all respondents had access to early warning systems, and most relied on traditional knowledge or NGOs, rather than government systems. Even when early warnings were received (n=478), 19% of respondents took no action due to a lack of capacity.",ReliefWeb Kenya,2026-04-02,"{""source_url"": ""https://reliefweb.int/report/kenya/building-strong-systems-improve-health-and-nutrition-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
157,Security & Safety,PSA,Public Safety Awareness,"Drought Emergency Response in Mandera, North Kenya – Kenya Cash Consortium - Kenya In response to this crisis, Acted together with the KCC launched a Multi-Purpose Cash Assistance program to empower vulnerable families with the flexibility to prioritise their most urgent needs—whether food, water, or essential household items. According to the latest Kenya Authority (NDMA) report, 13 counties are classified in the ‘Normal’ drought phase, 9 counties in the “Alert” phase and Mandera county in ‘Alarm’ phase. To support the affected communities in the ASALs**, the KCC activated its crisis management mechanism (Crisis Modifier) as part of an ECHO-funded intervention** to urgently support drought-affected households in Mandera county through cash-based interventions. The KCC is relying on its Alert based Mechanism, which allows local partners to trigger an alert if specific thresholds are surpassed. Since the start of the ECHO intervention, three alerts have been raised and activated to support households impacted by floods or droughts. In this framework, two AHN members raised the alert for Mandera county in December 2025 to support drought affected communities. The assessment conducted in the area revealed that 288,000 people need urgent assistance. Following the alert raising, the KCC Consortium Management Unit (composed of Acted, Oxfam, AHN, Concern and IMPACT) decided to activate the alert. Strengthening Humanitarian Ecosystems through Local Leadership and the GOCA Initiative in Kenya - Kenya By integrating local insights on market functionality and community dynamics with international standards for disaster preparedness, the consortium ensures that cash assistance is both rapid and contextually precise. GOCA: Enhancing Institutional Resilience Acted recognises localisation not only as a principled commitment to ensure local actors are at the core of aid actions but also as a strategic necessity. The objective is to ensure that Kenyan civil society organisations possess the robust architecture necessary to manage the large-scale interventions independently. This reduces systemic bottlenecks and ensures that resources remain as close to the point of impact as possibles.",ReliefWeb Kenya,2026-04-13,"{""source_url"": ""https://reliefweb.int/report/kenya/drought-emergency-response-mandera-north-kenya-kenya-cash-consortium"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
158,Security & Safety,PSA,Public Safety Awareness,"Nutritional Status of Refugees and Host children in Kenya (2025): Survey findings on child nutrition and immunization among refugee and host communities in Turkana Country and urban areas of Nairobi - Kenya Kenya Statistics Infographics | December 2025 - Kenya George Natembeya, to brief them on the planned flood and damages assessment and to ensure alignment with ongoing county-level response effort.",ReliefWeb Kenya,2026-04-14,"{""source_url"": ""https://reliefweb.int/report/kenya/nutritional-status-refugees-and-host-children-kenya-2025-survey-findings-child-nutrition-and-immunization-among-refugee-and-host-communities-turkana-country-and-urban-areas-nairobi"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
159,Security & Safety,PSA,Public Safety Awareness,"Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities in Mandera County - Baseline and Endline (February 2026) - Kenya Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities in Mandera County - Baseline and Endline (February 2026) - Kenya KEY MESSAGES • Household income and expenditure rose between baseline and endline, with the largest share spent on food and debt repayment for food. Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster Affected Communities: Urban Refugees in Nairobi County - Baseline and Endline (February 2026) - Kenya Factsheet: The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Dadaab and Kakuma–Kalobeyei refugee-hosting area: Endline (February 2026) - Kenya",ReliefWeb Kenya,2026-04-16,"{""source_url"": ""https://reliefweb.int/report/kenya/factsheet-kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-mandera-county-baseline-and-endline-february-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
160,Security & Safety,PSA,Public Safety Awareness,ASAL Humanitarian Network,ReliefWeb Kenya,2026-04-17,"{""source_url"": ""https://reliefweb.int/organization/asal-humanitarian-network"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
161,Security & Safety,PSA,Public Safety Awareness,"Kenya - Severe weather and floods (NOAA-CPC, media) (ECHO Daily Flash of 24 April 2026) - Kenya Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya Mixed conditions across East Africa triggered by an early March – May rains onset - Kenya Key Messages - Early long rains onset across most parts of the region including Kenya, Uganda, Rwanda and Burundi and Belg cropping regions of Ethiopia ensured favourable planting conditions.",ReliefWeb Kenya,2026-04-24,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-severe-weather-and-floods-noaa-cpc-media-echo-daily-flash-24-april-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
162,Security & Safety,PSA,Public Safety Awareness,Somali families cut off from aid after verification process in Dadaab refugee camps - Kenya,ReliefWeb Kenya,2026-04-28,"{""source_url"": ""https://reliefweb.int/report/kenya/somali-families-cut-aid-after-verification-process-dadaab-refugee-camps"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
163,Security & Safety,PSA,Public Safety Awareness,"Kenya: Belgium’s contribution through the Special Fund for Emergency and Resilience Activities (SFERA) - Kenya Cash assistance will be provided to enable 2 000 vulnerable families to immediately access food and address urgent basic needs without having to engage in negative coping mechanisms, such as selling animals or withdrawing children from school.",ReliefWeb Kenya,2026-04-29,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-belgiums-contribution-through-special-fund-emergency-and-resilience-activities-sfera"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
164,Security & Safety,PSA,Public Safety Awareness,Kenya Statistics Infographics | April 2026 - Kenya,ReliefWeb Kenya,2026-04-30,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-statistics-infographics-april-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
165,Security & Safety,PSA,Public Safety Awareness,"Regional Bureau for Eastern and Southern Africa | EAC region Population of concern to UNHCR - 31 March 2026 - Kenya The cost of inaction: The cost of not realizing the HIV and sexual and reproductive health and rights of young people in Kenya, Rwanda and Uganda - Kenya Kenya - Floods and landslides, update (media, Kenya Meteorological Department) (ECHO Daily Flash of 4 May 2026) - Kenya",ReliefWeb Kenya,2026-05-04,"{""source_url"": ""https://reliefweb.int/report/kenya/regional-bureau-eastern-and-southern-africa-eac-region-population-concern-unhcr-31-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
166,Security & Safety,PSA,Public Safety Awareness,"Kenya | Recent floods and landslides - DG ECHO Daily Map | 07/05/2026 - Kenya Kenya: Solutions & Mobility Index — Tana River County (June 2025) - Kenya SMI indicators align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach. Kenya: Solutions & Mobility Index — Mandera & Wajir Counties (December 2024 – January 2025) - Kenya The indicators for SMI align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach. Kenya Food Security Outlook Update, April - September 2026 - Crisis (IPC Phase 3) to persist in pastoral regions, despite favorable long rains - Kenya",ReliefWeb Kenya,2026-05-07,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-recent-floods-and-landslides-dg-echo-daily-map-07052026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
167,Security & Safety,PSA,Public Safety Awareness,Kenya — Flow Monitoring Dashboard Round 4 (July-October 2025) - Kenya,ReliefWeb Kenya,2026-05-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-flow-monitoring-dashboard-round-4-july-october-2025"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
168,Security & Safety,PSA,Public Safety Awareness,"ICRC Nairobi Regional Delegation: Facts & Figures - Activities in Kenya, Djibouti and Tanzania (January - December 2025) - Kenya",ReliefWeb Kenya,2026-05-12,"{""source_url"": ""https://reliefweb.int/report/kenya/icrc-nairobi-regional-delegation-facts-figures-activities-kenya-djibouti-and-tanzania-january-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
169,Security & Safety,PSA,Public Safety Awareness,Kenya Statistics Infographics | March 2026 - Kenya Kenya Statistics Infographics | February 2026 - Kenya,ReliefWeb Kenya,2026-05-13,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-statistics-infographics-march-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
170,Security & Safety,PSA,Public Safety Awareness,Kenya Registered refugees and asylum-seekers | July 2025 - Kenya Kenya Registered refugees and asylum-seekers | August 2025 - Kenya Kenya Registered refugees and asylum-seekers | October 2025 - Kenya,ReliefWeb Kenya,2026-05-15,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-registered-refugees-and-asylum-seekers-july-2025"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
171,Security & Safety,PSA,Public Safety Awareness,Building Evidence to Enhance the Welfare of Refugees and Host Communities in Kenya - Insights from Two Waves of the Kenya Longitudinal Socioeconomic Study - Kenya,ReliefWeb Kenya,2026-05-18,"{""source_url"": ""https://reliefweb.int/report/kenya/building-evidence-enhance-welfare-refugees-and-host-communities-kenya-insights-two-waves-kenya-longitudinal-socioeconomic-study"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
172,Security & Safety,PSA,Public Safety Awareness,"Kenya: Research Terms of Reference - 2026 Multi-Sectoral Needs Assessment, KEN2601 (May 2026, 01) - Kenya",ReliefWeb Kenya,2026-05-28,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-research-terms-reference-2026-multi-sectoral-needs-assessment-ken2601-may-2026-01"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
173,Security & Safety,PSA,Public Safety Awareness,"Uneven rains, unequal impact: Drought and hunger in Northern Kenya - Kenya Uneven rains, unequal impact: Drought and hunger in Northern Kenya - Kenya While floods in parts of Kenya demand urgent response, drought affected communities are facing a quieter emergency that unfolds over months rather than days. In Turkana and Baringo counties, KRCS supported 20 schools with fortified porridge as part of a school‑based safety net that reached about 6,120 children for one term together with their parents, coordinated through the County Steering Group to avoid duplication. Cash and voucher assistance are coordinate through the County Steering groups and aligned with the Kenya Cash Working group guidance to avoid duplication and maximize on the impact. A recent example is Turkana county, where KRCS working with the County Steering Group and supported by Danish Red Cross registered 2,000 vulnerable families for cash while supporting 10 schools with food; the intervention was explicitly mapped against other partners to prevent overlap and close priority gaps.",ReliefWeb Kenya,2026-06-02,"{""source_url"": ""https://reliefweb.int/report/kenya/uneven-rains-unequal-impact-drought-and-hunger-northern-kenya"", ""collected_at"": ""2026-07-13T00:51:45.797562""}"
174,Security & Safety,PSA,Public Safety Awareness,"The Kenya Every Woman Every Newborn Everywhere (EWENE) Acceleration Plan | 2026-2028 - Kenya It is grounded in WHO normative guidance, Kenya’s EWENE scorecard priorities, and recent performance reviews, and identifies quick wins and catalytic reforms to close the most urgent gaps in quality, readiness, and equity of care.",ReliefWeb Kenya,2026-06-03,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-every-woman-every-newborn-everywhere-ewene-acceleration-plan-2026-2028"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
175,Security & Safety,PSA,Public Safety Awareness,"Kenya - Key Message Update: Long rains ease conditions but Crisis (IPC Phase 3) to persist in pastoral areas, May - September 2026 - Kenya Mobile health services in Kenya reduce the risk of stillbirths - Kenya In the past year, WHO has supported 14 of the 47 counties in Kenya to develop a pool of facility-based mentors of emergency obstetric and newborn care, helping ensure that more women can access skilled care during pregnancy and childbirth, even in the most hard-to-reach areas. For Additional Information or to Request Interviews, Please contact: Genna Print Communication officer WHO Kenya Tel: +254 740 466 426 Email: printg@who.int",ReliefWeb Kenya,2026-06-04,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-key-message-update-long-rains-ease-conditions-crisis-ipc-phase-3-persist-pastoral-areas-may-september-2026"", ""collected_at"": ""2026-07-13T00:51:45.797562""}"
176,Security & Safety,PSA,Public Safety Awareness,Scalable and sustainable primary HIV prevention models for people from key populations - Kenya The 2021 Political Declaration on HIV and AIDS specified that community-led organizations should be delivering 80% of HIV prevention services for populations at high risk of HIV infection by 2025.,ReliefWeb Kenya,2026-06-08,"{""source_url"": ""https://reliefweb.int/report/kenya/scalable-and-sustainable-primary-hiv-prevention-models-people-key-populations"", ""collected_at"": ""2026-07-13T00:51:45.797562""}"
177,Security & Safety,PSA,Public Safety Awareness,"Kenya Statistics Infographics | May 2026 - Kenya Kenya | Complex Emergency - 6 Month Operational Update - MDRKE068 - Kenya Without urgent additional funding, KRCS and partners will be forced to limit coverage, shorten assistance cycles, and leave high‑risk communities without lifesaving food, water, nutrition, and health support.",ReliefWeb Kenya,2026-06-10,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-statistics-infographics-may-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
178,Security & Safety,PSA,Public Safety Awareness,Policy Brief: Breastfeeding for Resilience and a Healthier Planet Promoting Optimal Infant Feeding Practices Across the Mandera Triangle - Kenya,ReliefWeb Kenya,2026-06-11,"{""source_url"": ""https://reliefweb.int/report/kenya/policy-brief-breastfeeding-resilience-and-healthier-planet-promoting-optimal-infant-feeding-practices-across-mandera-triangle"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
179,Security & Safety,PSA,National Security,Circular Bioeconomy Approaches for Resilient Livelihoods and Peacebuilding in Fragile and Conflict-Affected Settings - Resilient Food Systems in Fragile Contexts | Research Brief (May 2026) - Kenya,ReliefWeb Kenya,2026-06-16,"{""source_url"": ""https://reliefweb.int/report/kenya/circular-bioeconomy-approaches-resilient-livelihoods-and-peacebuilding-fragile-and-conflict-affected-settings-resilient-food-systems-fragile-contexts-research-brief-may-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
180,Security & Safety,PSA,Public Safety Awareness,Crisis response reveals governance differences in Kenya - Kenya,ReliefWeb Kenya,2026-06-18,"{""source_url"": ""https://reliefweb.int/report/kenya/crisis-response-reveals-governance-differences-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
181,Security & Safety,PSA,Public Safety Awareness,Kenya Health Products and Technologies Local Manufacturing Strategy 2026–2030 (June 2026) - Kenya,ReliefWeb Kenya,2026-06-23,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-health-products-and-technologies-local-manufacturing-strategy-2026-2030-june-2026"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
182,Security & Safety,PSA,Public Safety Awareness,"Chronic heat: impacts and solutions from South-East Asia and East Africa - Kenya An additional challenge is when it’s hot, but not hot enough to trigger extreme heat warnings. - Heat action plans should be expanded to include both response and long-term risk reduction efforts. Targeted consultations with civil society organizations, non-governmental organizations, construction practitioners, the private sector, and development partners have ensured that the strategy reflects broad stakeholder consensus. This work will ensure that future investments are evidence-based, economically sound, and aligned with national priorities. ""We must strengthen risk data and analytics to guide financial planning. It establishes the National Disaster Risk Management Authority and County Disaster Risk Management Committees, tasked with coordinating response, issuing early warnings, and ensuring that resources reach affected communities in a timely manner. For more information, please contact: Ms.",ReliefWeb Kenya,2026-06-24,"{""source_url"": ""https://reliefweb.int/report/kenya/chronic-heat-impacts-and-solutions-south-east-asia-and-east-africa"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
183,Security & Safety,PSA,Public Safety Awareness,"The county department of health – Uasin Gishu, however, dismissed the rumor through public notice as false.",ReliefWeb Kenya,2026-06-26,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-bundibugyo-virus-disease-bvd-readiness-dref-operation-mdrke072"", ""collected_at"": ""2026-07-13T00:51:45.797562""}"
184,Security & Safety,PSA,Public Safety Awareness,"Kenya, Rwanda strengthen their defences against antimicrobial resistance - Kenya For Additional Information or to Request Interviews, Please contact: NTAGANIRA UWASE Marie France Communications officer WHO regional ofice for Africa Email: ntaganiram@who.int",ReliefWeb Kenya,2026-06-29,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-rwanda-strengthen-their-defences-against-antimicrobial-resistance"", ""collected_at"": ""2026-07-13T00:51:45.797562""}"
185,Security & Safety,PSA,Public Safety Awareness,"Locally Led, Adaptive Cash Assistance for Disaster-Affected Communities Across Kenya - Kenya In this context, the Kenya Cash Consortium (KCC) plays a critical role in supporting crisis-affected communities to meet their most urgent needs, as they define and prioritise them, in a flexible, dignified manner.",ReliefWeb Kenya,2026-07-01,"{""source_url"": ""https://reliefweb.int/report/kenya/locally-led-adaptive-cash-assistance-disaster-affected-communities-across-kenya"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
186,Security & Safety,PSA,Public Safety Awareness,"Listeners call to explain or comment on challenges or crises in their local area, such as disease outbreaks or a broken water well, and to ask questions to radio programme experts on health, livestock, or farming.",ReliefWeb Kenya,2026-07-10,"{""source_url"": ""https://reliefweb.int/organization/radio-ergo"", ""collected_at"": ""2026-07-13T00:51:45.798563""}"
