PSA_ID,Domain,Sub_Category,English,Notice_Style,Source,Date,Metadata
621,Governance,Public Service Delivery,"3 03.00 56.00 15.00 N 40.00 07.00 30.00 E HASSAN ALI JOHO, 4 03.00 56.00 00.00 N 40.00 07.00 30.00 E Cabinet Secretary for Mining 5 03.00 56.00 00.00 N 40.00 07.00 45.00 E Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
622,Governance,Public Service Delivery,6 03.00 55.00 15.00 N 40.00 07.00 45.00 E 7 03.00 55.00 15.00 N 40.00 07.00 30.00 E 8 03.00 55.00 30.00 N 40.00 07.00 30.00 E GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
623,Governance,Public Service Delivery,"The application may be accessed from the Ministry’s portal The Cabinet Secretary vide the website address https://portal.miningcadastre.go.ke/ and is Ministry of Mining, Blue Economy and Maritime Affairs published in the Gazette and opened to the public for comments for Works Building-Ngong Road twenty-one (21) days from the date of this notice.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
624,Governance,Public Service Delivery,"Applicant Address PO Box 7251–00300, Nairobi HASSAN ALI JOHO, Application Number PL/2018/0123 Cabinet Secretary for Mining Application Area 241.2461 km² (1122 Cadastral Blocks) Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
625,Governance,Public Service Delivery,Locality Mandera County Mineral(s) Sought Group E: Base and Rare Metals Group PROPOSED APPLICATION BOUNDARIES GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
626,Governance,Public Service Delivery,8 03.00 56.00 15.00 N 40.00 00.00 45.00 E The application may be accessed from the Ministry’s portal vide 9 03.00 56.00 30.00 N 40.00 00.00 45.00 E the website address https://portal.miningcadastre.go.ke/ and is 10 03.00 56.00 30.00 N 40.00 01.00 15.00 E published in the Gazette and opened to the public for comments for 11 03.00 56.00 45.00 N 40.00 01.00 15.00 E twenty-one (21) days from the date of this notice.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
627,Governance,Public Service Delivery,02 59 15.00 S 40 05 15.00 E the prospecting licence may be submitted to the Cabinet Secretary 27.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
628,Governance,Public Service Delivery,02 55 15.00 S 40 05 30.00 E The Cabinet Secretary 30.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
629,Governance,Public Service Delivery,"02 55 15.00 S 39 58 45.00 E Ministry of Mining, Blue Economy and Maritime Affairs Works Building-Ngong Road Any objection by any person or Community against the grant of P.O Box 30009-00100 the prospecting licence may be submitted to the Cabinet Secretary Nairobi within twenty-one (21) days from the date of this notice at the following address: Email: cs@mining.go.ke The Cabinet Secretary Dated the 29th May, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
630,Governance,Public Service Delivery,"Ministry of Mining, Blue Economy and Maritime Affairs HASSAN ALI JOHO, Works Building-Ngong Road Cabinet Secretary for Mining P.O Box 30009-00100 Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
631,Governance,Public Service Delivery,"8043 HASSAN ALI JOHO, THE MINING ACT Cabinet Secretary for Mining Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
632,Governance,Public Service Delivery,306) APPLICATION FOR MINING LICENCE GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
633,Governance,Public Service Delivery,"APPLICATION FOR MINING LICENCE The application may be accessed from the Ministry’s portal vide the website address https://portal.miningcadastre.go.ke/ and is PURSUANT to section 34 of the Mining Act, the Cabinet published in the Gazette and opened to the public for comments for Secretary for Mining, Blue Economy and Maritime Affairs notifies twenty-one (21) days from the date of this notice.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
634,Governance,Public Service Delivery,"SCHEDULE The application may be accessed from the Ministry’s portal vide Applicant Celestlink Investments Limited the website address https://portal.miningcadastre.go.ke/ and is published in the Gazette and opened to the public for comments for Applicant Address P.O BOX 88045–80100, Mombasa forty-two (42) days from the date of this Notice.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
635,Governance,Public Service Delivery,02 48 45.00 S 40 09 45.00 E mining licence may be submitted to the Cabinet Secretary within forty- 8.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
636,Governance,Public Service Delivery,02 50 15.00 S 40 10 30.00 E The Cabinet Secretary 10.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
637,Governance,Public Service Delivery,"02 50 15.00 S 40 09 00.00 E Ministry of Mining, Blue Economy and Maritime Affairs 11.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
638,Governance,Public Service Delivery,02 51 45.00 S 40 08 15.00 E Cabinet Secretary for Mining 17.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
639,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2709 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
640,Governance,Public Service Delivery,"Box 42160–80100, Mombasa mining licence may be submitted to the Cabinet Secretary within forty- Application Number PL/2025/0617 two days from the date of this notice at the following address; Application Area 287.2716 km² (1336 Cadastral Blocks) Locality Turkana, West Pokot Counties The Cabinet Secretary Ministry of Mining, Blue Economy and Maritime Affairs Mineral Sought Group C: Precious Metal Group Works Building-Ngong Road PROPOSED APPLICATION BOUNDARIES P.O Box 30009-00100 Nairobi Lat.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
641,Governance,Public Service Delivery,"1 2 18 0 N 35 19 0 E HASSAN ALI JOHO, 2 2 18 0 N 35 26 0 E Cabinet Secretary for Mining 3 2 6 0 N 35 26 0 E Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
642,Governance,Public Service Delivery,4 2 6 0 N 35 19 0 E Any objection by any person or Community against the grant of the prospecting licence may be submitted to the Cabinet Secretary GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
643,Governance,Public Service Delivery,8047 within twenty-one (21) days from the date of this notice at the following address: THE NATIONAL POLICE SERVICE ACT The Cabinet Secretary (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
644,Governance,Public Service Delivery,"11A) Ministry of Mining, Blue Economy and Maritime Affairs DESIGNATION OF POLICE STATIONS Works Building-Ngong Road P.O Box 30009-00100 IN EXERCISE of the powers conferred by section 40 (1) of the Nairobi National Police Service Act, 2023, the Inspector-General designates Email: cs@mining.go.ke various establishments particulars of which are set out in the schedule Dated the 29th May, 2026.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
645,Governance,Public Service Delivery,"HASSAN ALI JOHO, GPS GPS Cabinet Secretary for Mining Police Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
646,Governance,Public Service Delivery,County Sub-county Station Co-ordinates Co-ordinates (Northings) (Eastings) Uasin- Kesses Chagaiya 0.0699133 35.5406469 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
647,Governance,Devolution and Local Governance,8048 The application may be accessed from the Ministry’s portal vide THE CONSTITUTION OF KENYA the website address https://portal.miningcadastre.go.ke/ and is published in the Gazette and opened to the public for comments for THE COUNTY GOVERNMENTS ACT twenty-one (21) days from the date of this notice.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
648,Governance,Devolution and Local Governance,"3 of 2019) Mineral Sought Group C: Precious Metal Group 272170211 07 THE KENYA GAZETTE 29th May, 2026 COUNTY GOVERNMENT OF KISUMU 4.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
649,Governance,Public Service Delivery,Construction and Maintenance of Storm water drains and flood control infrastructure within the Municipality including; GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
650,Governance,Devolution and Local Governance,8049 (i) Design of storm water drainage structures; THE CONSTITUTION OF KENYA (ii) Construction of storm water drains and scour checks; THE COUNTY GOVERNMENTS ACT (iii) Installation of Culverts; (Cap.265) (iv) Opening/unblocking of the drains and; THE URBAN AREAS AND CITIES ACT (v) Installations and construction of gulley pots.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
651,Governance,Devolution and Local Governance,3 of 2019) (i) Demarcation of walkways and non-motorize transport areas; COUNTY GOVERNMENT OF KISUMU (ii) Design and construction of pavements/walkways; TRANSFER OF FUNCTIONS TO MUNICIPALITIES (iii) Signage; and IT IS notified for general information of the public that pursuant to (iv) Enforce proper use of walk-ways.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
652,Governance,Public Service Delivery,"Promotion, regulation, and provision of animal control and welfare including: 29th May, 2026 THE KENYA GAZETTE 2711 (i) All aspects of animal well-being, including development of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
653,Governance,Public Service Delivery,Traffic control and management including; development and GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
654,Governance,Devolution and Local Governance,"Box 315, Kenol in the Republic of Kenya, the administrator to the estate of Ejidio Karanja PETER ANYANG’ NYONG’O, Macharia, is registered as proprietor of all that piece of land, known as MR/7804145 Governor, Kisumu County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
655,Governance,Public Service Delivery,"51891, and whereas *Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
656,Governance,Public Service Delivery,"sufficient evidence has been adduced to show that the said certificate of title issued thereof has been lost, notice is given that after the expiration of sixty (60) days from the date hereof, I shall issue a GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
657,Governance,Public Service Delivery,"evidence has been adduced to show that the land certificate of title therefore has been lost, and whereas the owner has executed a deed of indemnity in favour of the Government, notice is given that after the GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
658,Governance,Public Service Delivery,"7785/162, situate in the city of Nairobi in the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
659,Governance,Public Service Delivery,"85147, and whereas sufficient evidence has been adduced to show that the land certificate of title GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
660,Governance,Public Service Delivery,"85151, and whereas GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
661,Governance,Public Service Delivery,"85152, and whereas sufficient evidence has been adduced to show that the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
662,Governance,Public Service Delivery,"85146, and whereas sufficient evidence has been adduced to show that the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
663,Governance,Public Service Delivery,"85149, and whereas GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
664,Governance,Public Service Delivery,"85145, and whereas sufficient evidence has been adduced to show that the land certificate of title GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
665,Governance,Public Service Delivery,"certificate of lease has been lost, notice is given that after the expiration of sixty (60) days from the date hereof, I shall issue a new certificate of lease provided that no objection has been received within GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
666,Governance,Public Service Delivery,"272174211 47 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
667,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2715 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
668,Governance,Public Service Delivery,8084 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
669,Governance,Public Service Delivery,8085 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
670,Governance,Public Service Delivery,"272176211 67 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
671,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2717 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
672,Governance,Public Service Delivery,8101 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
673,Governance,Public Service Delivery,"272178211 87 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
674,Governance,Public Service Delivery,8105 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
675,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2719 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
676,Governance,Public Service Delivery,"272270221 07 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
677,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2721 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
678,Governance,Public Service Delivery,"272272221 27 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
679,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2723 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
680,Governance,Public Service Delivery,8145 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
681,Governance,Public Service Delivery,"272274221 47 THE KENYA GAZETTE 29th May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
682,Governance,Public Service Delivery,"29th May, 2026 THE KENYA GAZETTE 2725 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
683,Governance,Public Service Delivery,8160 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
684,Governance,Public Service Delivery,"has indemnified the Government of Kenya against all claims that may be made after reconstruction of register, notice is given that after the expiry of sixty (60) days from the date hereof, the property register GAZETTE NOTICE NO.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
685,Governance,Public Service Delivery,"WHEREAS (1) Mansur Ahmed Mohamed and (2) Kibwana Abdalla Athman, are registered as proprietors in freehold interest GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
686,Governance,Public Service Delivery,8166 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
687,Governance,Public Service Delivery,8168 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
688,Governance,Public Service Delivery,8169 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
689,Governance,Public Service Delivery,8174 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
690,Governance,Public Service Delivery,8176 THE LAND REGISTRATION ACT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-29/95/eng@2026-05-29
691,Governance,Public Service Delivery,"3106 Committee, on the vetting and approval hearings of the nominees for appointment as members of the Narok and Kilgoris Municipality THE CONSTITUTION OF KENYA Board.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
692,Governance,Devolution and Local Governance,"THE COUNTY GOVERNMENTS ACT Dated the 4th March, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
693,Governance,Devolution and Local Governance,"265) DAVIS SOLIAN DIKIRR, Speaker, Narok County Assembly.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
694,Governance,Devolution and Local Governance,COUNTY GOVERNMENT OF NYANDARUA COUNTY AUDIT COMMITTEE GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
695,Governance,Devolution and Local Governance,"BADILISHA KIARIE, FIRST PART Governor, Nyandarua County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
696,Governance,Public Service Delivery,"A: Sitting Days Tuesday, 10th February – Tuesdays (Afternoon), Wednesdays GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
697,Governance,Devolution and Local Governance,"3107 Thursday, 16th April, 2026 (Morning and Afternoon), and Thursdays (Afternoon) THE CONSTITUTION OF KENYA B: Short Recess Friday, 17th April – Monday, THE COUNTY GOVERNMENTS ACT 4th May, 2026 (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
698,Governance,Devolution and Local Governance,"265) SECOND PART COUNTY ASSEMBLY OF NAROK C: Sitting Days COUNTY ASSEMBLY OF NAROK STANDING ORDERS Tuesday, 5th May – Thursday, Tuesdays (Afternoon), Wednesdays 4th June, 2026 (Morning and Afternoon), and SPECIAL SITTING OF THE COUNTY ASSEMBLY Thursdays (Afternoon) PURSUANT to Standing Order No.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
699,Governance,Devolution and Local Governance,"3109 Friday, 7th August – Monday, THE CONSTITUTION OF KENYA 31st August, 2026 THE COUNTY GOVERNMENTS ACT THIRD PART (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
700,Governance,Devolution and Local Governance,"MANYALA, Daniel Kibebo Gathenge, Clerk, County Assembly of Kakamega.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-05/39/eng@2026-03-05
701,Governance,Devolution and Local Governance,8984 THE COUNTY GOVERNMENTS ACT THE CONSTITUTION OF KENYA (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
702,Governance,Devolution and Local Governance,265) THE COUNTY GOVERNMENTS ACT THE PUBLIC APPOINTMENTS (COUNTY ASSEMBLIES (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
703,Governance,Public Service Delivery,"The Habiba Jebet Tomno - Member purpose of these sittings is to bring the business of the County Enid Jepyegon Kipruto - Member Assembly closer to the people, facilitate direct engagement between Luke Adoket Plapan - Member elected representatives and citizens, receive feedback on county Kipkirui Kimosop - Member matters and enhance transparency and accountability in governance.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
704,Governance,Elections and Voter Education,to the Selection Panel for Baringo County Public Service Board.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
705,Governance,Devolution and Local Governance,"BENJAMIN CHESIRE CHEBOI, Governor, Baringo County.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
706,Governance,Devolution and Local Governance,"CHARLES LOKIOTO EWOI, Speaker, County Assembly of Turkana.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-06-19/102/eng@2026-06-19
707,Governance,Public Service Delivery,"0 2 45 N 38 6 0 E [1095 101909666: 3 2 PM THE KENYA GAZETTE 16th March, 2026 Latitude Latitude Latitude North/ Longitude Longitude Longitude East/ GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
708,Governance,Public Service Delivery,"IN EXERCISE of the powers conferred by regulation 4(1) of the HASSAN ALI JOHO, Mining (Award of Mineral Rights by Tender) Regulations, the Cabinet Cabinet Secretary for Mining Secretary for Mining, Blue Economy and Maritime Affairs, on the Blue Economy and Maritime Affairs.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
709,Governance,Public Service Delivery,0 42 45 S 37 45 0 E Cabinet Secretary for Mining 12.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
710,Governance,Public Service Delivery,0 46 15 S 37 53 15 E GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
711,Governance,Public Service Delivery,"County Tana River Locality Lali Hills Area HASSAN ALI JOHO, Area 155.7749 km² Cabinet Secretary for Mining Mineral Sought Manganese Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
712,Governance,Public Service Delivery,"Area 31.9300km² HASSAN ALI JOHO, Mineral Sought Niobium and Rare Earth Minerals Cabinet Secretary for Mining PROPOSED DESIGNATION BOUNDARIES Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
713,Governance,Public Service Delivery,"DESIGNATION OF AREAS FOR AWARD BY TENDER HASSAN ALI JOHO, Cabinet Secretary for Mining Blue Economy and Maritime Affairs.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-03-16/47/eng@2026-03-16
714,Governance,Devolution and Local Governance,1725 THE COUNTY GOVERNMENTS ACT THE CONSTITUTION OF KENYA (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-11/25/eng@2026-02-11
715,Governance,Devolution and Local Governance,265) THE COUNTY GOVERNMENTS ACT THE KILIFI COUNTY LIQUOR CONTROL ACT (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-11/25/eng@2026-02-11
716,Governance,Devolution and Local Governance,2 of 2015) THE URBAN AREAS AND CITIES ACT COUNTY GOVERNMENT OF KILIFI (Cap.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-02-11/25/eng@2026-02-11
