Category,English
health,"Venezuela earthquakes: IFRC dispatches emergency field hospital; supports Venezuelan Red Cross distribution of humanitarian relief kits malcolm.lucard Mon, 07/06/2026 - 16:20 Caracas / Panama City / Geneva 06 July 2026 – The International Federation of Red Cross and Red Crescent Societies (IFRC) is continuing to scale up its response to the recent earthquakes in Venezuela and its support to the Venezuelan Red Cross in delivering humanitarian assistance to people affected by the unprecedented disaster. The IFRC dispatched an emergency field hospital to La Guaira over the weekend (July 5), in partnership with the Spanish Red Cross, which also provided doctors and other health professionals. The emergency field hospital can provide primary health care to 30,000 people and will be fully operational in the coming days. It can also support maternal and infant care, vaccinations, epidemiological and nutritional surveillance, and mental and psychosocial support, and can accommodate up to 20 patients for overnight observation. Mobile health clinics will also begin operating to reach affected people and help ensure healthcare access for the communities we serve. This emergency field hospital will support the Venezuelan Red Cross's existing field hospital, which has been operating since the crisis began. This field hospital has already treated hundreds of trauma cases in the days following the twin earthquakes and is now increasingly providing primary care and psychosocial support to affected people. In addition to these health services, the Venezuelan Red Cross, supported by the IFRC, is distributing relief items in affected areas, such as the San Martín Parish in Caracas in a school where families are sheltered after their homes were damaged by the earthquakes. Relief items included hygiene kits, cleaning kits, sleeping kits, water filters and jerrycans. This is part of the 36 tons of humanitarian aid dispatched to Venezuela from IFRC humanitarian hubs in Panama and Argentina. The scaling up of health services and aid distribution comes as search-and-rescue activities slow down. As the crisis evolves, so do the health needs of affected communities. In the first days after the earthquakes, the focus was on emergency care. Current assessment identifies mental and psychosocial support, primary and maternal health, prevention, and safe water and sanitation as key to this transition phase of the humanitarian response. The IFRC calls on the international community, donors and partners to support the emergency appeal so affected communities in Venezuela can receive the full scope of life-saving assistance they urgently need. IFRC spokespeople are available for interviews from Caracas and can facilitate media reporting on the response in Caracas and La Guaira, including the humanitarian situation, relief efforts, humanitarian needs and the need for continued international support in the weeks ahead.  or to set up an interview contact: media@ifrc.org In Venezuela: Paolo Cravero, +41 79 894 8396 In Panama: Susana Arroyo Barrantes, +507 6999-3199 In Geneva: Scott Craig, +41 76 370 3575 Country Americas Venezuela 06/07/2026 IFRC Categories Earthquake National Societies Venezuelan Red Cross Related emergency Venezuela: Earthquake 2026"
health,"Humanitarian service points on the frontline of assistance for Malian refugees in eastern Mauritania In Dweinkara, eastern Mauritania, the sun is at its zenith. In this village in the Hodh El Chargui region, located just a few kilometres from the Malian border, the heat is relentless, with temperatures soaring above 40°C. In the shade of the humanitarian service point (HSP) established by the Mauritanian Red Crescent, Bintou Mint Hamdi rests alongside her nine daughters. This moment of respite is invaluable. Bintou has just completed a long journey from Mali, an exhausting journey undertaken to escape insecurity and conflict. A life upended by conflict Bintou’s story is marked by cruel irony. Originally from Léré, in Mali’s Tombouctou region, she was already familiar with Dweinkara. For several years, she regularly crossed the border to work there as a laundress. After spending a few weeks or months earning an income, she would return home with enough savings to support her family. But over the years, the deteriorating security situation in Mali made these journeys increasingly dangerous. Violence, growing insecurity, hunger and isolation eventually became too much to bear. “I could no longer continue like this. Travelling had become too risky, and it was getting harder and harder to feed my children ,” she says. Faced with a lack of prospects and determined to protect her nine daughters — for whom she is the sole caretaker — Bintou made the difficult decision to leave her country and seek refuge in Mauritania. After a journey of several days from Mali to Mauritania under extreme heat, Bintou Mint Hamdi and family members gather at the rest area at the Mauritanian Red Crescent humanitarian service point in the Hodh El Chargui region in eastern Mauritania. Photo: Moustapha Diallo/IFRC A protracted crisis Like Bintou, thousands of Malians have been forced to flee their homes due to persistent insecurity and conflict affecting several regions of the country. Some first sought refuge in Mauritania in 2012, when conflict erupted in northern Mali. Since then, successive waves of violence have continued to drive families onto the road to exile. Between January 2023 and April 2024, more than 95,000 new Malian refugees arrived in Mauritania, joining the approximately 105,000 refugees already living in the country. By June 2026, the refugee population had surpassed 300,000 people, according to UNHCR. Most refugees live in the Hodh El Chargui region. Around 172,000 reside outside official camps, often in precarious conditions, with limited access to clean water, healthcare, education and livelihood opportunities. This large influx has also placed significant pressure on local resources and host communities, which are themselves facing numerous challenges. Mauritanian Red Crescent volunteers and staff distribute household items to newly arrived refugees at the Mauritanian Red Crescent’s humanitarian service point in Dweinkara, a village near the country’s eastern border with Mali. Photo: Moustapha Diallo/IFRC A first refuge upon arrival In response, the Mauritanian Red Crescent, with support from the IFRC, has established two humanitarian service points in Dweinkara and Adel Bagrou to provide immediate assistance to newly arrived refugees. The Dweinkara humanitarian service point has become an essential stop for families crossing the border. “This Humanitarian Service Point receives newly arrived Malian refugees fleeing insecurity and conflict ,” explains Mohamed Ould Seydina Aly, Regional Operations Coordinator for the Mauritanian Red Crescent in Hodh El Chargui. There, staff and volunteers provide emergency assistance tailored to immediate needs, including physical and psychological first aid, health consultations, referrals to healthcare facilities, hot meals, water and the distribution of essential household items. Since opening on 10 October 2025, the centre has assisted more than 2,000 refugees. Volunteers from the Mauritanian Red Crescent and IFRC staff gather for a photo after a day of providing assistance at the humanitarian service point in Dweinkara, Hodh El Chargui region. Photo: Moustapha Diallo/IFRC Restoring dignity and hope Beyond material assistance, the humanitarian service point offers something more difficult to measure: a space where people can regain their dignity. After days, and sometimes weeks, of travel, families can rest, recover their strength and receive essential information before continuing their journey to the Mbera refugee camp, settling in host communities, or reuniting with relatives. For Bintou and her daughters, the centre marks the end of a difficult journey and the beginning of a new chapter. A call for solidarity Since May 2024, the IFRC has been supporting the Mauritanian Red Crescent’s humanitarian response for Malian refugees. To address growing needs, a CHF 4 million Emergency Appeal was launched in October 2024 to strengthen interventions in health, water access, cash assistance and the distribution of essential relief items. For Hubert Dedegbe, IFRC Head of Operations in Mauritania, sustained support remains critical. “ With the continued arrival of Malian refugees, we call on partners and donors to remain engaged and strengthen their support so that the most vulnerable people can continue receiving the assistance they need .” Under the scorching heat of Dweinkara, Bintou’s story is a reminder that behind the statistics are faces, families and lives profoundly disrupted by conflict. It also highlights how access to safe drinking water, a hot meal or simply a place to rest can represent the first step towards rebuilding a life. malcolm.lucard Mon, 07/06/2026 - 11:02 Country Mali Mauritania 06/07/2026 Humanitarian Service Points Refugees National Societies Mauritanian Red Crescent Related emergency Mauritania: Population Movement"
health,"Kaltouma's story: How cash assistance is bringing hope to Sudanese refugees in Chad Muriel Wed, 07/01/2026 - 15:19 Country Africa Chad South Sudan Sudan 01/07/2026 Cash and voucher assistance National Societies Red Cross of Chad Related emergency Sudan crisis: Regional population movement Skip to main content Kaltouma's story: How cash assistance is bringing hope to Sudanese refugees in Chad Kaltouma a sudanese refugee, is discussing with a red cross volunteer at Kouchaguine-Moura refugee camp. Kaltouma a sudanese refugee, is discussing with a red cross volunteer at Kouchaguine-Moura refugee camp. Fleeing to survive When violence erupted in her village of Tile, Kaltouma had only a few hours to make an impossible decision: flee or risk losing her life and those of her children. With her four children, she left her home behind, abandoning everything she owned. Like Kaltouma, hundreds of thousands of people have crossed the border into eastern Chad since the conflict in Sudan began in April 2023. According to the latest figures, more than 931,000 newly arrived Sudanese refugees and over 400,000 Chadian returnees have been registered in the provinces of Ouaddaï, Wadi Fira, Sila and Ennedi Est, making Chad one of the main host countries for this regional crisis. Kaltouma and her four children stand outside their shelter in Kouchaguine-Moura refugee camp, eastern Chad. Kaltouma and her four children stand outside their shelter in Kouchaguine-Moura refugee camp, eastern Chad. Rebuilding a life in exile After a long and dangerous journey, Kaltouma and her children were transferred to the Kouchaguine-Moura refugee camp . Like many displaced families, they are trying to rebuild their lives amid f ood insecurity, water shortages and rising prices of essential goods. Their situation became even more difficult when Kaltouma became the victim of a burglary. “Everything in my home was looted,” she recalls. Already devastated by the loss of relatives in Sudan, this latest hardship further weakened her family's ability to cope. Image captions Meeting urgent needs through cash assistance In response to growing humanitarian needs, the Chad Red Cross , with the support of the International Federation of Red Cross and Red Crescent Societies (IFRC), launched a cash assistance programme targeting the most vulnerable refugees. This first distribution under the project enabled 4,000 households to receive financial support in Adré, Farchana, Arkoum and Kouchaguine-Moura. Cash assistance allows families to prioritize and address their most pressing needs, whether it's food, clothing, healthcare or other essential expenses. For Kaltouma, the support represents much more than financial assistance; it offers an opportunity to care for her children and regain a sense of dignity after years of hardship. Image captions 'My Children and I are very happy' “ I would like to thank the Chad Red Cross for providing us with this financial assistance today. My children and I are very happy. This support will allow me to buy sorghum and clothes for my children .” In the refugee camps of eastern Chad, where families live with constant uncertainty, every form of support matters. The cash assistance provided by the Chad Red Cross and the IFRC not only helps vulnerable households meet their immediate needs, but also strengthens their ability to cope with daily challenges. Image captions As refugee arrivals continue and humanitarian needs remain immense, the Chad Red Cross and the IFRC continue to support people affected by the crisis, including host communities that have shown remarkable solidarity despite facing challenges of their own. For Kaltouma, this assistance is above all a message of hope: a reminder that she is not alone in her struggle to build a better future for her children. Image captions  about the Sudan complex emergency appeal  articles and listen to podcasts about Sudan: Red Vest podcast episode: 'Quiet strength' – Three years of conflict in Sudan have forced millions from their homes. While the crisis gets little outside attention, the people of Sudan persevere. Water without fear: Special World Water Day reporting from South Sudan, where local Red Cross teams provide water that helps thousands stay safer and healthier in the midst of conflict and drought. 'Now I've lost everything': Conflict in Sudan has forced millions to seek safety in neighbouring countries, where they face an uncertain future. Credits: Article and photos by Prince Franklin NGBABA Top Built with Shorthand"
health,"IFRC deeply saddened following killing of Red Cross volunteers in the Democratic Republic of the Congo scott.craig Tue, 06/30/2026 - 15:25 Geneva / Kinshasa, 30 June 2026 - The International Federation of Red Cross and Red Crescent Societies (IFRC) is deeply saddened by the killing of two volunteers of the Red Cross of the Democratic Republic of the Congo on 16 June 2026 in Kakumba village, Irongo Groupement, Walungu Territory, South Kivu Province. The two volunteers, Byamungu Mugisho Kabuha and Mugisho Mparanya Romain, were carrying out a humanitarian mission linked to the rehabilitation of a water supply system serving communities when they were brutally killed by unidentified armed individuals. At the time of the attack, both volunteers were wearing Red Cross visibility gear, and the motorcycle they were riding was also clearly marked with the Red Cross emblem, a universally recognized symbol of neutrality, impartiality and humanitarian assistance. This tragic incident highlights the increasing risks faced by humanitarian personnel, particularly in areas affected by protracted conflict and insecurity. Attacks against aid workers not only violate international humanitarian law, but also severely undermine the delivery of essential services to people in need. The IFRC extends its deepest condolences to the families of the deceased volunteers, the Red Cross of the DRC, and the entire Red Cross and Red Crescent Movement. Humanitarian personnel must be protected and respected at all times. The IFRC stands in solidarity with the Red Cross of the DRC and reaffirms its commitment to continue supporting humanitarian efforts to assist communities in eastern DRC.  or to set up an interview, please contact: media@ifrc.org In Kinshasa: Jean-Michel Ntalemwa: +243 808 804 037 In Nairobi: Cate Kamatu: +254 728 815 266 In Geneva: Scott Craig: +41 76 370 3575 Country Congo, Democratic Republic of 30/06/2026 IFRC Categories Disaster/crisis National Societies Red Cross of the Democratic Republic of the Congo"
health,"El Niño underway in Asia Pacific, Red Cross Red Crescent steps up early action to protect millions at risk joe.baaklini Tue, 06/30/2026 - 13:41 Kuala Lumpur, 30 June 2026 – The International Federation of Red Cross and Red Crescent Societies (IFRC) is scaling up early action across the Asia Pacific as El Niño conditions take hold, raising the risk of drought, extreme heat and growing pressure on food security for millions of people across the region. El Niño conditions are already affecting Asia Pacific, with forecasts indicating a high likelihood of a very strong event developing and intensifying into late 2026 and early 2027, fuelled by unusually warm ocean temperatures in the Pacific that are already altering global weather patterns. Asia is expected to be among the regions most exposed to El Niño impacts, with intensifying heat, drought and pressure on agriculture, water and energy systems amid warnings that a potential “super El Niño” could further amplify risks, making extreme weather more intense, less predictable and more disruptive for vulnerable communities. “Communities across Asia and the Pacific are entering this El Niño already under pressure from rising food and fuel costs. This is not a future risk: it is an unfolding crisis,” said Alexander Matheou, IFRC Regional Director for Asia Pacific. “What we are doing differently now is acting before the worst impacts arrive. We are using early warning data, anticipatory action, and community-based preparedness to reduce risks before they turn into disasters. Acting early is not only more effective, but also far more cost-efficient. Every dollar invested early saves lives, protects livelihoods and reduces the cost of humanitarian response.” Across much of Southeast Asia and the Pacific, below-average rainfall and prolonged dry conditions are expected to increase water shortages, food insecurity and risks to livelihoods, particularly for rural and vulnerable communities. At the same time, other parts of the region may face heavier rains and flooding, underscoring the complex and uneven impacts of El Niño events. Rising temperatures are compounding these challenges, increasing the risk of heat stress and worsening existing vulnerabilities. National Red Cross and Red Crescent Societies across Asia Pacific are already on the frontlines, working within communities to prepare for and respond to these evolving climate risks. Their actions include strengthening early warning systems, supporting communities to conserve and access water, providing cash and livelihoods assistance, and promoting health, hygiene and climate-resilient agricultural practices. These locally led efforts are critical in reducing the impact of slow-onset crises such as drought, which can gradually erode food security, livelihoods and health outcomes over time. In countries like Afghanistan, preparedness is being structured in phases—monitoring heat and water stress now, while preparing for potential floods and health risks in 2027—highlighting the need for flexible, multi-hazard planning. The International Federation of Red Cross and Red Crescent Societies (IFRC) is supporting these efforts by scaling up forecast-based action, mobilizing emergency funding and strengthening preparedness and response capacities. Early action —based on forecasts and risk analysis—can significantly reduce the humanitarian impact of El Niño, protect lives and livelihoods, and prevent crises from escalating. As the region braces for the months ahead, the IFRC calls for sustained support to locally led efforts—ensuring communities are better prepared for the growing threat of climate-related disasters. “There is still a window to act,” said Matheou. “We know where the risks are emerging, and we have the tools to respond early. What is needed now is the commitment to invest ahead of the crisis—rather than paying a far higher price later.”  or to request an interview, please contact: media@ifrc.org In Kuala Lumpur: Afrhill Rances, +60 19 271 3641 Country Asia Pacific 30/06/2026 IFRC Categories Early warning Drought Heat Wave Flood Pluvial/Flash Flood Disaster preparedness"
health,"Venezuela: Earthquake 2026 malcolm.lucard Fri, 06/26/2026 - 11:23 Two powerful earthquakes have struck Venezuela, severely affecting Gran Caracas and La Guaira, and causing widespread destruction across the capital and surrounding areas. The Venezuelan Red Cross is on the ground, carrying out search and rescue operations, assisting the injured, and assessing urgent and growing needs. IFRC has launched an emergency appeal to support the response activities of the Venezuelan Red Cross. Donations are made to the IFRC, which will channel resources to its member National Society and ensure accountability for their use. Donate today to help IFRC and VRC scale up their response and bring life-saving assistance to those who need it most. 26/06/2026 IFRC Categories Earthquake emergency background Earthquake.svg National Societies Appeal number MDRVE015 Donation link Venezuela: Earthquake 2026 50,000,000"
health,"Venezuela earthquakes: IFRC launches emergency appeal to assist 300,000 people and dispatches first 17 tonnes of humanitarian cargo estefany.jimenez Fri, 06/26/2026 - 11:06 Caracas / Panama City / Geneva 26 June 2026 — Fewer than forty-eight hours after two strong earthquakes struck Venezuela, the International Federation of Red Cross and Red Crescent Societies (IFRC) has launched an Emergency Appeal for 50 million Swiss francs. Money raised will support the Venezuelan Red Cross in assisting 300,000 people seriously hit. The initial focus will be on La Guaira and Greater Caracas, where the destruction is most severe. ""These quakes have been devastating for the people of Venezuela,"" said Jagan Chapagain, Secretary General of the IFRC. ""Tens of thousands of lives have changed forever. IFRC and Venezuelan Red Cross teams responded immediately; the value of having local teams, permanently in place, has already become clear. But a disaster of this scale cannot rest on local shoulders alone. We call on the international community to support our emergency appeal, providing support over coming days and for the long road ahead."" This morning, the first 17 tonnes of humanitarian supplies are leaving the IFRC's regional humanitarian hub in Panama, via Tocumen International Airport, bound for Venezuela. The cargo includes kitchen sets, hygiene kits, mosquito nets, and other essential items. The Venezuelan Red Cross has been working around the clock — carrying out search and rescue, physical and and psychological first aid, restoring family links and damage assessments — even though its own volunteers are among those affected. Its National Headquarters has been critically damaged and some volunteers have lost their homes. The Venezuelan Red Cross’ national network of hospitals, clinics and ambulance services is helping to support an overwhelmed health system. The IFRC released two million Swiss francs from its Disaster Response Emergency Fund (IFRC-DREF) a few hours after the disaster. This IFRC Emergency Appeal seeks additional resources for the Venezuelan Red Cross to deliver emergency shelter and health care, including the setting up of field hospitals in the worst-affected areas. It will also allow for mental health and psychosocial support, safe water and sanitation services, the distribution of essential relief items and cash assistance, and the restoration of family links and protection services. With communications disrupted and many families separated, and because large Venezuelan communities live across the region, National Red Cross Societies in ten countries (Ecuador, Colombia, Bolivia, Guatemala, Mexico, Costa Rica, Honduras, Uruguay, Paraguay and Argentina) have activated restoring family links services to help people find news of their relatives.  and to arrange interviews, contact: media@ifrc.org In Panama: Susana Arroyo, +507 69993199 In Geneva: Tommaso Della Longa, +41 79 708 4367 Paolo Cravero, +41 79 894 83 96 Country Venezuela 26/06/2026 IFRC Categories Earthquake National Societies Venezuelan Red Cross Related emergency Venezuela: Earthquake 2026 homepage hero description Fewer than forty-eight hours after two strong earthquakes struck Venezuela, the IFRC has launched an Emergency Appeal for 50 million Swiss francs. Homepage hero image hero-venezuela-earthquakes.jpg Homepage hero title Venezuela earthquakes: IFRC launches emergency appeal to assist 300,000 people"
health,"MINISTRY OF HEALTH REPUBLIC OF KENYA Email Search for: Home About us About the Ministry Departments Organizational Structure Quality Statement Policy Service Charter State Corporations Management news NEWS e-Services Kenya Master Health Facility List District Health Information System (DHIS2) Guidelines and Standards portal GHRIS eCitizen Community-led total sanitation (CLTS) Port Health Services Resources Press Releases Downloads Policies Reports Guidelines and Manuals Speeches Tenders Vacancies & Postings Events Compliments/Complaints 1 in 5 Kenyans exposed to second hand tobacco smoke. NAIROBI, Kenya, Apr 8 – Health Cabinet Secretary Dr. Cleopa Mailu has called for the immediate enforcement of the Tobacco Control Act (2007) which prohibits smoking in public places, after a survey released on Friday revealed that one in five adults in the country was exposed to second hand tobacco smoking. The Study dubbed STEPwise Survey showed that 21 percent of Kenyans were exposed to this smoke while at work and 24 percent at home. Dr. Mailu noted that the statistics were worrying owing to the health risks associated with the habit, further tasking the Tobacco Control Board with implementing the law. “I am therefore directing the division of environmental health to strengthen the enforcement of the provisions of smoke free areas, as provided for in the Act,” he said. The law prohibits smoking in any public place including homes in which children are exposed, work places, health institutions and Court buildings. According to the Study one in five adults are exposed to second hand tobacco smoke at home. “I am glad that despite numerous challenges a lot of efforts have gone into tobacco control. More however remains to be done,” observed the CS. Dr. Mailu explained that the law also laid out designated areas for the sport and attracted penalties for smoking in public places. Any person found to have broken this law is liable to a fine not exceeding Ksh50,000, six months imprisonment or both. The Study also found that 13 percent of Kenyans consumed tobacco. In addition, men who smoked cigarettes every day used an average of seven sticks per day. In the 12 months that preceded the study, one out of 10 tobacco smokers had been advised by a health care provider to stop smoking. Three in 10 had tried to stop the habit. Dr. Mailu further expressed concern at the number of Kenyans who were heavy alcohol consumers. “Thirteen percent of Kenyans engage in heavy episodic drinking of alcohol, which has been associated with many acute health and social consequences,” he said. Approximately 19 percent of Kenyans drink alcohol while 17 percent of former alcohol drinkers stopped due to health reasons. Further, 3.4 percent of the respondents reported to having driven vehicles while under the influence of alcohol. The STEPwise Survey was conducted between April and June, 2015 by the Ministry’s Division of Non Communicable Diseases to determine the risk factors. Six thousand adults aged between 18 and 69 participated. On April 8, 2016 / News About This Sidebar To edit this sidebar, go to admin backend's Appearance -> Widgets and place widgets into the BlogSidebar Widget Area External Links mygov website Presidency eCitizen Kenya Huduma Center Kenya Agencies Websites Inauguration of the National Advisory Committee Press Releases KEMRI KEMSA CS Health Mutahi Kagwe meets Seychelles champions Contact Us Ministry of Health, Afya House, Cathedral Road, P.O. Box:30016–00100, Nairobi, Kenya. Telephone: +254-20-2717077 Email: ps@health.go.ke © 2017 Ministry of Health Back to Top"
health,"Skip to content Tel: +251 11 551 77 00 — Communications@africacdc.org About Institutes Africa CDC Institutes – Overview Institute of Pathogen Genomics (IPG) Africa CDC Institute for Workforce Development Governance Media News Speeches Video Audio Opportunities Careers Africa CDC – Procurement Young African Public Health Scholars Programme Kofi Annan Global Health Leadership Programme Africa community media information hub on COVID-19 & health Contact About Institutes Africa CDC Institutes – Overview Institute of Pathogen Genomics (IPG) Africa CDC Institute for Workforce Development Governance Media News Speeches Video Audio Opportunities Careers Africa CDC – Procurement Young African Public Health Scholars Programme Kofi Annan Global Health Leadership Programme Africa community media information hub on COVID-19 & health Contact Our Work Overview Strategic Pillars Division of Disease Control and Prevention Emergency Preparedness and Response Laboratory Systems and Networks National Public Health Institutes and Research Public Health Information Systems Surveillance and Disease Intelligence Cross-Cutting Programmes Saving Lives and Livelihoods AU Bingwa Initiative RCCs Regional Coordination Centres Central Africa RCC Eastern Africa RCC Northern Africa RCC Southern Africa RCC Western Africa RCC Resources COVID-19 COVID-19 Daily Updates COVID-19 Vaccination COVID-19 Sequencing COVID-19 Resources COVID-19 Trainings & Events COVID-19 Multimedia COVID-19 News COVID-19 Research Tracker Diseases Disease Outbreaks Disease Information Events Our Work Overview Strategic Pillars Division of Disease Control and Prevention Emergency Preparedness and Response Laboratory Systems and Networks National Public Health Institutes and Research Public Health Information Systems Surveillance and Disease Intelligence Cross-Cutting Programmes Saving Lives and Livelihoods AU Bingwa Initiative RCCs Regional Coordination Centres Central Africa RCC Eastern Africa RCC Northern Africa RCC Southern Africa RCC Western Africa RCC Resources COVID-19 COVID-19 Daily Updates COVID-19 Vaccination COVID-19 Sequencing COVID-19 Resources COVID-19 Trainings & Events COVID-19 Multimedia COVID-19 News COVID-19 Research Tracker Diseases Disease Outbreaks Disease Information Events Search Search Close this search box. Our Work Regional Coordination Centres Resources News Diseases COVID-19 Disease Outbreaks Disease Information Events About Us Our Partners Africa CDC Institutes Media Speeches Video Audio & Podcasts Opportunities Careers Africa CDC – Procurement Young African Public Health Scholars Programme Kofi Annan Global Health Leadership Programme Contact Us Our Work Regional Coordination Centres Resources News Diseases COVID-19 Disease Outbreaks Disease Information Events About Us Our Partners Africa CDC Institutes Media Speeches Video Audio & Podcasts Opportunities Careers Africa CDC – Procurement Young African Public Health Scholars Programme Kofi Annan Global Health Leadership Programme Contact Us Search Search Close this search box. COVID-19 Vaccination Latest updates from Africa CDC on progress made in COVID-19 vaccinations on the continent Updates and resources on the continental response to COVID-19 View African Union COVID-19 Response Fund aims to raise resources to strengthen the continental response to COVID-19 Donate COVID-19 Africa Pool Procurement Portal The Africa Medical Supplies Platform Visit The coronavirus disease 2019 (COVID-19) is a communicable respiratory disease caused by a new strain of coronavirus that causes illness in humans. Scientists are still learning about the disease, and think that the virus began in animals. At some point, one or more humans acquired infection from an animal, and those infected humans began transmitting infection to other humans. The disease spreads from person to person through infected air droplets that are projected during sneezing or coughing. It can also be transmitted when humans have contact with hands or surfaces that contain the virus and touch their eyes, nose, or mouth with the contaminated hands. COVID-19 was first reported in China, but it has now spread throughout the world. Best Health Practices Infection can be prevented by observing personal hygiene practices: Hand Washing Wash your hands regularly with soap and water or alcohol-based hand rub. Masks Wearing a face mask CORRECTLY, in addition to good hand hygiene practices and physical distancing can help prevent the spread of COVID-19 to others. COVID-19 Vaccine To protect yourself and others, take the COVID-19 vaccine when it becomes available to you. You can reduce the likelihood of needing to visit a health care facility for evaluation of respiratory infection. If you develop fever, cough, and/or difficulty in breathing: Cover your cough or sneeze in your inner flexed arm/elbow or on a tissue paper. stay at home if you have mild symptoms. Do not go to school, to work, or to other public places until you are completely free of all symptoms. Health Facility If you have more severe symptoms go to a medical facility and immediately notify the first person you encounter that you are worried that you have a respiratory infection. Subscribe for Alerts Email subscribe Follow Us Twitter Linkedin Facebook-f Youtube ​Africa CDC strengthens the capacity and capability of Africa’s public health institutions as well as partnerships to detect and respond quickly and effectively to disease threats and outbreaks, based on data-driven interventions and programmes. Tel: +251 11 551 77 00 | communications@africacdc.org Visit Africa CDC on the African Union website . Regional Centres Central Africa RCC Eastern Africa RCC Northern Africa RCC Southern Africa RCC Western Africa RCC Central Africa RCC Eastern Africa RCC Northern Africa RCC Southern Africa RCC Western Africa RCC Resources Coronavirus Disease 2019 AU COVID-19 Response Fund Africa Medical Supplies Platform Antibiotic Guardian Blog Coronavirus Disease 2019 AU COVID-19 Response Fund Africa Medical Supplies Platform Antibiotic Guardian Blog Information News Speeches Disease Information Disease Outbreaks Resources Media Centre Journal of Public Health in Africa RISLNET News Speeches Disease Information Disease Outbreaks Resources Media Centre Journal of Public Health in Africa RISLNET About Contact Us About Us Staff Directory Partners Events Africa CDC Institutes Contact Us About Us Staff Directory Partners Events Africa CDC Institutes © All rights reserved Africa CDC Powered by THINKTEAM TRANSLATE THIS PAGE > We use cookies to ensure that we give you the best experience on our website. If you continue to use this site we will assume that you are happy with it. Ok"
health,"Centers for Disease Control and Prevention - Your Online Source for Credible Health Information Skip directly to search Skip directly to site content Page Not Found CDC en Español Search The CDC Search Button CDC A-Z Index A B C D E F G H I J K L M N O P Q R S T U V W X Y Z # Email this page Printer-friendly version Text Size: – + Get Email Updates Podcasts RSS The page you requested cannot be found at this time. It may be temporarily unavailable or it may have been removed. Possible options: CDC Home A-Z Index Previous page Content Source: CDC Page last modified: April 19, 2007 Home Policies and Regulations Disclaimer e-Government FOIA Accessibility Other Languages Link To Us Site Map Contact Us Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, U.S.A. Switchboard: (404) 639-3311 / Public Inquiries: (404) 639-3534 / (800) 311-3435 Department of Health and Human Services"
health,The eighty-first report of the WHO Expert Committee on Biological Standardization presents the deliberations and recommendations arising from the Committee’s...
health,"Teenage pregnancies contribute significantly to mortality, with one (1) in 4 girls aged 15-19 pregnant or already mothers, accounting for 20% of overall maternal deaths."
health,"Empowering pregnant women to ensure eight antenatal visits, promote early screenings, support healthy lifestyles, and provide respectful maternity care, including birth companions, pain relief, and mobility during labor. 4."
health,"Multi-sectoral collaboration to address gender inequality, poverty, and education gaps to delay first pregnancies, reduce adolescent births, and improve maternal and newborn outcomes. 6."
health,"Scaling up community-based newborn health initiatives to promote early and exclusive breastfeeding, expand Kangaroo Mother Care (KMC), and strengthening community health worker networks to ensure essential newborn care reaches every home."
health,"To address these challenges, Uganda must prioritize the development and implementation of robust adaptive strategies."
health,"By taking these proactive measures, Uganda can better protect its population and ensure the sustainability of its health care services in the face of growing climate threats."
health,"With an estimated 96,000 new cases of Tuberculosis (TB) reported annually, Uganda is among the 30 high-burden countries affected by both TB and TB-HIV co-infection."
health,"Approximately 35% of notified TB cases are co-infected with HIV, and around 2% involve drug-resistant TB, complicating treatment and recovery."
health,"In response, the Ministry of Health (MoH), with support from WHO and other partners, is implementing comprehensive TB/leprosy Programme aimed at ending TB and achieving zero leprosy by 2030."
health,"Community involvement expanded TB screening, and chest X-rays aligned with WHO recommendations have increased case detection, even among asymptomatic individuals."
health,"WHO continues to work closely with Uganda’s Ministry of Health, providing technical support, expertise, and innovative solutions to ensure the country meets international health standards while addressing local needs."
health,"In 2024 CAST-TB +, reached 1,218,371 individuals with TB, HIV, and malaria screening."
health,"As a result, 4,898 TB cases, 499 HIV cases, and 44,868 malaria cases were diagnosed."
health,"Additionally, 8,208 people living with HIV received essential TB preventive therapy."
health,"Beyond infectious diseases, the initiative also tackled malnutrition, identifying 29,504 children under five with moderate to severe malnutrition and 506 pregnant and lactating mothers affected by malnutrition out of 15,947 screened using the mid-upper arm circumference (MUAC)."
health,"Moreover, this initiative campaign revealed that 28,007 individuals lacked access to basic water, sanitation, and hygiene (WASH) facilities, underscoring critical gaps in essential services."
health,"These findings highlight the urgent need for integrated service delivery that addresses TB, HIV, malaria, malnutrition, WASH, and non-infectious diseases collectively."
health,"Strengthening cross-sectoral collaboration and embedding these essential services into routine healthcare will enhance efficiency, improve health outcomes, and ensure that no one is left behind."
health,"These efforts are aligned with Uganda’s National TB and Leprosy Strategic Plan 2020–2025, which focuses on decentralizing services, improving TB detection, and integrating TB-HIV services at all levels of care."
health,There is need to also address the specific challenges that TB poses for men and young people.
health,"In many communities, TB is still a stigmatized disease, contributing to delays in seeking care."
health,Tailored interventions are needed to ensure no one is left behind.
health,"In a historic milestone for child survival, Uganda introduced the malaria vaccine into its routine immunization programme in 2024."
health,"The fight against malaria is anchored in two key frameworks, Uganda’s Malaria Reduction and Elimination Strategic Plan and the Malaria Mortality Reduction Strategy, developed with WHO support."
health,The malaria vaccine must reach every eligible child.
health,"Equity must guide our delivery systems, ensuring access for all, especially those in hard-to-reach or post-conflict areas."
