PSA_Id,Domain,Class,English,Source,Date
262,Security & Safety,PSA,The planned June 25 demonstrations in Mombasa have been declared illegal due to the lack of proper notification to authorities. Participants are advised to stay informed of any updates regarding this situation.,https://www.kenyanews.go.ke/mombasa-cc-declares-thursday-demos-illegal-amidst-dispute-over-notice/,7/22/2026
263,Security & Safety,PSA,High-mast floodlights have been installed at Kaimosi Friends University to enhance security and visibility on campus and its surroundings.,https://www.kenyanews.go.ke/floodlights-installed-at-kaimosi-friends-university-to-boost-security/,7/22/2026
264,Security & Safety,PSA,Residents of Murang'a County are urged to participate peacefully in Thursday's memorial protests and to refrain from vandalism or any form of property destruction.,https://www.kenyanews.go.ke/cc-bule-warns-against-property-destruction-during-genz-memorial-protests/,7/22/2026
265,Security & Safety,PSA,The Mombasa County Security and Intelligence Committee warns against mob justice related to false claims of disappearing male genitalia. Anyone involved will face prosecution.,https://www.kenyanews.go.ke/genitalia-disappearance-hoax-security-team-warns-against-mob-justice/,7/22/2026
266,Security & Safety,PSA,Support your local security personnel by recognizing their sacrifices. Encourage family visits for officers to strengthen their emotional and psychological well-being.,https://www.kenyanews.go.ke/security-personnel-lauded-for-their-dedication-and-self-sacrifice/,7/22/2026
267,Security & Safety,PSA,"To prevent fire incidents, learn basic fire safety tips. For training and resources, contact Africa Fire Mission (AFM). Stay aware and keep your home safe.",https://www.kenyanews.go.ke/fire-victim-turned-advocate-ngunjiri-transforms-pain-into-purpose/,7/22/2026
268,Security & Safety,PSA,Kiamumbi Police Station has opened a new modern administration block to enhance service delivery and coordination between police and DCI. Residents can expect improved security services.,https://www.kenyanews.go.ke/kiamumbi-police-station-get-modern-administration-block/,7/22/2026
269,Security & Safety,PSA,Residents of Nyando are urged to collaborate with security agencies to enhance peace and security in the community. Your participation is vital in promoting a safer environment for all.,https://www.kenyanews.go.ke/nyando-residents-urged-to-cooperate-with-security-agencies-to-enhance-peace/,7/22/2026
270,Security & Safety,PSA,Kiambu County held a thanksgiving service for uniformed services. Officers are encouraged to embody gratitude and lead by example in their duty to ensure national security.,https://www.kenyanews.go.ke/kiambu-holds-thanksgiving-for-uniformed-services/,7/22/2026
271,Security & Safety,PSA,Residents of Garissa town are urged to remain vigilant due to rising insecurity and increase in violent crimes including armed robberies and assaults. Report any suspicious activities to local authorities.,https://www.kenyanews.go.ke/governor-fault-police-parents-for-rising-insecurity-in-garissa-town/,7/22/2026
272,Security & Safety,PSA,Residents in Baringo County are now enjoying improved security and peace. Please remain vigilant and report any suspicious activities to local authorities.,https://www.kenyanews.go.ke/ilchamus-celebrate-peace-new-sub-county-status/,7/22/2026
273,Security & Safety,PSA,"A total of 40 officers from the County Inspectorate Department have graduated after completing a 20-day training course, enhancing their skills for better service delivery and law enforcement.",https://www.kenyanews.go.ke/inspectorate-officers-graduate-after-intensive-enforcement-training/,7/22/2026
274,Security & Safety,PSA,"All school administrators must review safety standards, ensure emergency exits are accessible, and maintain proper firefighting equipment. Conduct regular fire drills and prepare emergency plans.",https://www.kenyanews.go.ke/murkomen-calls-for-urgent-review-of-school-safety/,7/22/2026
275,Security & Safety,PSA,"Kiambu County mandates strict adherence to school hours: classes from 8:00 am to 3:30 pm, co-curriculars until 4:45 pm, and no student to report before 7:15 am to ensure safety.",https://www.kenyanews.go.ke/kiambu-orders-strict-compliance-with-school-timelines-to-protect-learners/,7/22/2026
276,Security & Safety,PSA,"Parents in Bumula Sub-County are urged to actively engage with their children, monitor their behavior, and guide them to combat rising insecurity, drug abuse, and moral decay.",https://www.kenyanews.go.ke/parents-urged-to-take-active-role-in-upbringing-children/,7/22/2026
277,Security & Safety,PSA,Migori County Commissioner urges all sub-county security teams and education officers to inspect schools for safety compliance following increased incidents.,https://www.kenyanews.go.ke/migori-cc-orders-strict-review-on-school-safety/,7/22/2026
278,Security & Safety,PSA,Enhance child protection and school safety by reporting concerns through the designated hotline at 116 or visiting your local children's office. Your cooperation is crucial for ensuring safe learning environments.,https://www.kenyanews.go.ke/cc-osumba-calls-for-stronger-child-protection-school-safety-systems/,7/22/2026
279,Security & Safety,PSA,"Residents of Kericho County are urged to utilize national registration services to acquire identity cards, essential for accessing government services and participating in socio-economic development.",https://www.kenyanews.go.ke/government-calls-for-enhanced-national-registration/,7/22/2026
280,Security & Safety,PSA,All schools in Homa Bay Town Sub County are urged to install CCTV cameras to enhance security and ensure the safety of learners.,https://www.kenyanews.go.ke/schools-urged-to-install-cctv-cameras-to-boost-security/,7/22/2026
281,Security & Safety,PSA,"Residents of Kirinyaga are encouraged to report police misconduct through IPOA's toll-free hotline 1559, available 24/7, to promote accountability and professional policing.",https://www.kenyanews.go.ke/ipoa-engages-kirinyaga-residents-to-promote-accountability/,7/22/2026
282,Security & Safety,PSA,"Kenya's National Assembly is scheduled to discuss the inquiry into the murder of Agnes Wanjiku Wanjiru on June 10, 2026, involving the British Army Training Unit Kenya.",https://www.kenyanews.go.ke/kenyan-lawmakers-push-for-enhanced-defence-and-trade-cooperation-with-the-united-kingdom/,7/22/2026
283,Security & Safety,PSA,Residents of Nyandarua County are urged to promote peaceful coexistence and be cautious of politicians who may incite violence as parliamentary by-elections approach on July 16.,https://www.kenyanews.go.ke/religious-leaders-in-nyandarua-want-peaceful-coexistence/,7/22/2026
284,Security & Safety,PSA,"Makueni County urges the public to report cases of femicide, defilement, and child abduction to authorities. Parents are advised to shield children from domestic violence to prevent normalization of abuse.",https://www.kenyanews.go.ke/femicide-defilement-child-abductions-are-matters-of-concern-makueni-woman-rep/,7/22/2026
285,Security & Safety,PSA,"Residents are urged to stay vigilant as child kidnappings rise in Kakamega. Parents, teachers, and guardians must ensure children's safety at all times.",https://www.kenyanews.go.ke/governor-raises-alarm-over-rising-cases-of-child-kidnappings/,7/22/2026
286,Security & Safety,PSA,The Kenya Women Parliamentary Association and various NGOs condemn the rising cases of femicide and violence against women in Vihiga. Increased awareness and reporting are essential to combat this.,https://www.kenyanews.go.ke/organization-stand-against-femicide-and-violence-in-vihiga/,7/22/2026
287,Security & Safety,PSA,The seven-year night curfew in Lamu County has been suspended by court order; residents are advised to resume unrestricted movement.,https://www.kenyanews.go.ke/human-rights-groups-demand-lifting-of-lamu-night-curfew/,7/22/2026
288,Security & Safety,PSA,Residents of Majimoto Village are urged to remain calm as the government works to resolve ongoing land disputes. A police post is being considered to enhance security in the area.,https://www.kenyanews.go.ke/majimoto-residents-demand-lasting-solution-as-leaders-calm-tension/,7/22/2026
289,Security & Safety,PSA,Insecurity in Kerio Valley is linked to environmental degradation. Addressing ecological destruction is essential for restoring peace and reducing conflicts over resources.,https://www.kenyanews.go.ke/insecurity-in-kerio-valley-links-to-environmental-destruction-murkomen/,7/22/2026
290,Security & Safety,PSA,Residents of Uasin Gishu are encouraged to maintain community cooperation and vigilance to continue ensuring safety and security following the departure of the County Police Commander.,https://www.kenyanews.go.ke/accolades-for-the-outgoing-uasin-gishu-police-commander/,7/22/2026
291,Security & Safety,PSA,Residents of Busia are urged to refrain from taking the law into their own hands and to use proper channels to resolve grievances. There will be zero tolerance for looting and violence.,https://www.kenyanews.go.ke/two-youths-shot-dead-as-police-repel-busia-station-attack/,7/22/2026
292,Security & Safety,PSA,Residents of Transmara West are urged to remain vigilant and report any suspicious activities to the police as security operations continue to combat rising crime linked to gold mining activities.,https://www.kenyanews.go.ke/police-restores-calm-in-troubled-transmara-west/,7/22/2026
293,Security & Safety,PSA,A police training camp will be established along the Isiolo border to improve security and curb cattle rustling. Residents are encouraged to cooperate with security agencies for a safer community.,https://www.kenyanews.go.ke/meru-residents-welcome-police-training-camp-along-isiolo-border/,7/22/2026
294,Security & Safety,PSA,Increased security operations in Isiolo County are ongoing to combat cattle rustling and illegal firearms. Residents are urged to report any suspicious activities to local authorities.,https://www.kenyanews.go.ke/government-steps-up-security-in-isiolo-to-accelerate-development/,7/22/2026
295,Security & Safety,PSA,The government is taking action to resolve the border conflict between Marsabit and Wajir counties. Residents are encouraged to stay informed and cooperate with authorities.,https://www.kenyanews.go.ke/government-moves-to-resolve-marsabit-and-wajir-border-conflict/,7/22/2026
296,Security & Safety,PSA,Residents of Kerio Valley are urged to cooperate with security agencies and voluntarily surrender illegal firearms to authorities to support ongoing peace restoration efforts.,https://www.kenyanews.go.ke/state-reaffirms-commitment-to-restoring-peace-in-kerio-valley/,7/22/2026
297,Security & Safety,PSA,Residents of Nakuru are urged to provide any information regarding the murder of Rev. Julius Ngari Ndumia to local authorities as investigations are ongoing.,https://www.kenyanews.go.ke/church-members-community-hold-peaceful-procession-to-condemn-killing/,7/22/2026
298,Security & Safety,PSA,New administrative units will be operationalized in Keiyo South to improve access to government services. Residents can expect enhanced service delivery and coordination soon.,https://www.kenyanews.go.ke/plans-to-operationalize-new-administrative-units-in-keiyo-south/,7/22/2026
299,Security & Safety,PSA,Residents of Murang'a County are urged to relocate to safer areas due to increased landslide risks from ongoing heavy rains. Stay safe and monitor local conditions.,https://www.kenyanews.go.ke/residents-cautioned-about-landslides-as-heavy-rains-persist/,7/22/2026
300,Security & Safety,PSA,Residents of Trans Nzoia County are encouraged to report any information about criminal gangs to the police as an ongoing security operation aims to enhance safety in the area.,https://www.kenyanews.go.ke/lagat-hails-ongoing-security-operation-in-trans-nzoia/,7/22/2026
301,Security & Safety,PSA,Officers from the County Inspectorate Department in Nyeri are undergoing training to enhance professionalism and public service standards.,https://www.kenyanews.go.ke/kahiga-directs-enforcement-officers-to-uphold-professionalism/,7/22/2026
302,Security & Safety,PSA,A special security team will operate in Nyeri County for the next three weeks to combat counterfeit alcohol and drugs. Residents are urged to report illicit activities to authorities.,https://www.kenyanews.go.ke/murkomen-orders-crackdown-on-illicit-alcohol-drugs-in-nyeri/,7/22/2026
303,Security & Safety,PSA,"Political leaders are warned against incitement and divisive speech. Community members are urged to promote unity and peace during public gatherings, especially at solemn events.",https://www.kenyanews.go.ke/omollo-warns-political-leaders-against-incitement-calls-for-unity/,7/22/2026
304,Security & Safety,PSA,Residents of Wajir County are encouraged to report cases of police misconduct. Call for the establishment of a local IPOA office to improve access to justice and oversight of police conduct.,https://www.kenyanews.go.ke/wajir-civil-society-calls-for-ipoa-office-to-enhance-police-accountability/,7/22/2026
305,Security & Safety,PSA,"Residents of flood-prone areas in Mwea, Kirinyaga are urged to remain vigilant and take precautionary measures as heavy rains increase the risk of flooding. Please monitor weather updates and relocate if necessary.",https://www.kenyanews.go.ke/county-commissioner-issues-floods-warning-in-kirinyaga/,7/22/2026
306,Security & Safety,PSA,Camel herders in Kitui County will be registered by local chiefs to reduce border conflicts. All herders must provide their details for monitoring and improved security measures.,https://www.kenyanews.go.ke/camel-herders-in-kitui-to-be-registered-to-tame-conflicts/,7/22/2026
307,Security & Safety,PSA,Kenyan Police Officers have successfully completed a high-risk peace mission in Haiti and returned home. Thank you for your service and dedication to global peacekeeping efforts.,https://www.kenyanews.go.ke/kenyan-police-officers-return-home-after-successful-haiti-peace-mission/,7/22/2026
308,Security & Safety,PSA,Residents of Garissa and Tana River counties are urged to remain calm and avoid tensions following recent violent protests. Please refrain from any incendiary actions and allow law enforcement to address the situation.,https://www.kenyanews.go.ke/leaders-elders-urge-calm-after-violent-protests-in-garissa/,7/22/2026
309,Security & Safety,PSA,Participate in workplace fire safety training and preparedness initiatives leading up to World Day for Safety and Health at Work on April 28. Stay safe!,https://www.kenyanews.go.ke/companies-showcase-fire-safety-skills-in-eldoret/,7/22/2026
310,Security & Safety,PSA,Residents of Garissa are urged to refrain from attributing tribal or religious motives to recent violence and to promote peace while investigations are ongoing.,https://www.kenyanews.go.ke/religious-leaders-in-garissa-warn-against-tribal-and-religious-incitement/,7/22/2026
311,Security & Safety,PSA,"A new police training program in Iombe, Igembe North aims to enhance security in Meru County. Residents are encouraged to support this initiative for improved safety and economic development.",https://www.kenyanews.go.ke/security-boost-as-leaders-rally-behind-northern-training-initiative/,7/22/2026
312,Security & Safety,PSA,The government is establishing Regional Security Command Centres in major towns to enhance surveillance and coordination against emerging security threats.,https://www.kenyanews.go.ke/govt-to-establish-regional-security-command-centres-across-major-towns/,7/22/2026
313,Security & Safety,PSA,Residents of Garissa are urged to maintain calm following the tragic shooting of a taxi driver by an alleged police officer. The community is calling for a thorough investigation into the incident.,https://www.kenyanews.go.ke/killing-of-garissa-taxi-driver-cause-uproar/,7/22/2026
314,Security & Safety,PSA,"There has been a 5% drop in crime rates in 2025. The public is urged to remain vigilant, report any suspicious activities, and support efforts to ensure community safety.",https://www.kenyanews.go.ke/national-police-service-reports-5-drop-in-crime-in-2025/,7/22/2026
315,Security & Safety,PSA,The government warns against political violence and the use of goons to disrupt gatherings; all public meetings must be notified to police in advance for safety.,https://www.kenyanews.go.ke/government-issues-firm-warning-on-goons-instilling-fear-on-kenyans/,7/22/2026
316,Security & Safety,PSA,Bodaboda operators are urged to work with security agencies to combat rising insecurity. Avoid street protests and focus on dialogue to address issues peacefully.,https://www.kenyanews.go.ke/ps-omollo-urges-bodaboda-operators-to-help-in-tackling-insecurity/,7/22/2026
317,Security & Safety,PSA,Public Benefit Organizations (PBOs) in North Eastern Kenya are actively fostering peace and security by enhancing community-trust and facilitating dialogue with security agencies.,https://www.kenyanews.go.ke/pbos-in-north-eastern-hailed-for-fostering-peace-and-security/,7/22/2026
318,Security & Safety,PSA,Thika police will hold a week-long prayer crusade for peace in the community as the country approaches the General Election. Join the effort to pray for unity and healing.,https://www.kenyanews.go.ke/thika-police-trade-arms-for-peace-prayer-spiritual-outreach/,7/22/2026
319,Security & Safety,PSA,Kisumu leaders are launching a crackdown on goonism and targeted attacks on businesses. Residents are urged to report any criminal activities to authorities and resist involvement in unlawful acts.,https://www.kenyanews.go.ke/kisumu-leaders-agree-to-crackdown-on-goonism-amid-rising-insecurity/,7/22/2026
320,Security & Safety,PSA,"Business activities in Macalder/Konavirando, Nyatike Sub-County are slow to recover following a recent security operation. Residents are urged to cooperate with security agencies to maintain peace.",https://www.kenyanews.go.ke/macalder-businesses-struggle-to-recover-after-security-operation/,7/22/2026
321,Security & Safety,PSA,Tinderet residents are urged to actively partner with security agencies by reporting suspicious activities to enhance peace and safety in the community.,https://www.kenyanews.go.ke/tinderet-residents-urged-to-partner-with-security-agencies-to-enhance-peace/,7/22/2026
322,Security & Safety,PSA,A security operation to eliminate illegal firearms in civilian hands will continue in Turkana County. Stay informed and report any suspicious activities to local authorities for community safety.,https://www.kenyanews.go.ke/security-mop-up-operation-to-continue-says-ps-omollo/,7/22/2026
323,Security & Safety,PSA,"A National Government Administration Police tactical training college has opened in Mutuati, Igembe North, to enhance security and combat banditry in the region.",https://www.kenyanews.go.ke/government-moves-to-curb-banditry-as-police-college-opens/,7/22/2026
324,Security & Safety,PSA,"Residents and traders in Ahero Market are urged to enhance their safety measures amidst rising insecurity caused by a gang known as ""Chude Chude."" Report suspicious activities immediately to local authorities.",https://www.kenyanews.go.ke/ahero-traders-riders-raise-alarm-over-rising-insecurity/,7/22/2026
325,Security & Safety,PSA,Wajir residents are urged to enhance vigilance and collaborate with security agencies to combat terrorism. Report suspicious activities using the appropriate channels.,https://www.kenyanews.go.ke/wajir-residents-urged-to-enhance-vigilance-against-terrorism/,7/22/2026
326,Security & Safety,PSA,"Residents of Kiambu County, remain vigilant against livestock thefts. Report any suspicious activity or unusually deep sleep to police, as criminals may be using chemical sedatives in their attacks.",https://www.kenyanews.go.ke/police-deploy-specialized-unit-against-chemical-livestock-theft/,7/22/2026
327,Security & Safety,PSA,"The National Police Service Commission is enhancing its regional operations in the Rift Valley, Nyanza, and Western regions to improve service delivery. Engage with regional teams for progress updates.",https://www.npsc.go.ke/strengthening-regional-presence/,7/22/2026
328,Security & Safety,PSA,Eligibility for the non-practising allowance applies only to uniformed legal officers formally appointed in the Legal Services cadre. Compliance with specific requirements is necessary.,https://www.npsc.go.ke/npsc-clarifies-non-practising-allowance-eligibility-for-uniformed-legal-officers/,7/22/2026
329,Security & Safety,PSA,The National Police Service Commission is implementing measures to support disabled officers with welfare programs and accommodations. Stakeholders are urged to promote disability inclusion in all policies and practices.,https://www.npsc.go.ke/advancing-disability-inclusion/,7/22/2026
330,Security & Safety,PSA,"The Commission is seeking additional budgetary allocation to support operational demands and expand its mandate, including mental health and wellness support for police officers.",https://www.npsc.go.ke/commission-presents-supplementary-estimates-for-fy-2025-2026/,7/22/2026
331,Security & Safety,PSA,The National Police Service Commission reports that 65% of claims for police officers injured on duty have been paid. Officers should ensure their documentation is complete to expedite compensation.,https://www.npsc.go.ke/npsc-appears-before-senate-committee-on-compensation-of-officers/,7/22/2026
332,Security & Safety,PSA,"The Public Service Commission has launched its Strategic Plan 2025–2029, aiming to enhance efficiency and service excellence in public service.",https://www.npsc.go.ke/npsc-attends-psc-strategic-plan-2025-2029-launch/,7/22/2026
333,Security & Safety,PSA,The National Police Service is digitizing its services to improve efficiency and transparency; expect changes in human resource management and enhanced accessibility of services nationwide.,https://www.npsc.go.ke/commission-presents-2026-budget-policy-statement/,7/22/2026
334,Security & Safety,PSA,The Commission has refined its Strategic Plan for 2023-2027 to align with new leadership priorities. Stay informed on upcoming initiatives that may affect your community.,https://www.npsc.go.ke/commission-retreat-to-realign-2023-2027-strategic-plan/,7/22/2026
335,Security & Safety,PSA,The Commission is reviewing its Strategic Plan to enhance service delivery and staff welfare. All employees are encouraged to engage actively in the improvement process.,https://www.npsc.go.ke/commission-deepens-engagement-with-secretariat-to-strengthen-service-delivery/,7/22/2026
336,Security & Safety,PSA,The National Police Service Commission is conducting nationwide consultations on the 10-Point Agenda and NADCO Report to enhance internal security. Your input is vital for insightful deliberations.,https://www.npsc.go.ke/npsc-hosts-implementing-committee-for-consultations-on-nadco-report/,7/22/2026
