PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
322,Governance,Anti-Corruption Initiatives,The Ethics and Anti-Corruption Commission is mandated to spearhead the fight against corruption and promote sound ethical standards and practices in Kenya.,Tume ya Maadili na Kupambana na Ufisadi ina daraka la kuongoza vita dhidi ya ufisadi na kukuza viwango na mazoea mazuri ya maadili nchini Kenya.,,Bura mar Ethics and Anti-Corruption Commission nigi migawo mar tayo tij kedo gi mibadhi kendo jiwo chike kod timbe mabeyo e piny Kenya.,Guddiga anshaxa iyo la dagaalanka musuqmaasuqa waxaa loo xilsaaray inuu hormuud ka noqdo la dagaalanka musuqmaasuqa iyo horumarinta heerarka iyo dhaqanka anshaxa ee Kenya.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/partnership/,psa_governance.csv,africa,0.4,,True
323,Governance,Public Service Delivery,"The Commission, in its Strategic Plan 2013-2018, recognizes the need to establish, support and maintain strategic partnership as a key component in the realization of its strategic objectives.","Katika Mpango wake wa Kimkakati wa 2013-2018, Tume inatambua hitaji la kuanzisha, kusaidia na kudumisha ushirikiano wa kimkakati kama sehemu muhimu katika kutimiza malengo yake ya kimkakati.",,"E chenro mare mar tiyo gi weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda weche mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, koda mag siasa, weche mag siasa, koda mag siasa, mag siasa, koda mag siasa, mag siasa, koda mag siasa, mag siasa, koda mag siasa, koda mag siasa, mag siasa, koda mag siasa, mag siasa, koda mag siasa, koda mag siasa, mag siasa, koda mag siasa, koda mag siasa, koda mag siasa","Komishanku wuxuu qorshihiisa istiraatiijiyadeed ee 2013-2018 ku aqoonsan yahay baahida loo qabo in la dhiso, la taageero loona ilaaliyo wada shaqeynta istiraatiijiyadeed oo ah qayb muhiim u ah xaqiijinta himilooyinkiisa istiraatiijiyadeed.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/partnership/,psa_governance.csv,africa,0.5,,True
324,Governance,Anti-Corruption Initiatives,The Kenya Leadership and Integrity Forum (KLIF) is a stakeholder’s forum consisting of 15 sectors who are partnering in the fight against corruption and unethical practices in Kenya.,Jukwaa la Uongozi na Uadilifu wa Kenya (KLIF) ni jukwaa la wadau linajumuisha sekta 15 ambazo zinafanya ushirikiano katika kupambana na ufisadi na mazoea yasiyo ya maadili nchini Kenya.,,Kenya Leadership and Integrity Forum (KLIF) en riwruok mar joma ok kal tong' moriwo pinje 15 ma tiyo kanyachiel e kedo gi mibadhi kod timbe maok kare e Kenya.,Madasha Hogaaminta iyo Daacadnimada Kenya (KLIF) waa madasha daneeyayaasha ka kooban 15 qaybood oo iskaashi ku leh la dagaalanka musuqmaasuqa iyo dhaqanka anshaxa la'aanta ah ee Kenya.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/klif/,psa_governance.csv,africa,0.4,,True
325,Governance,Anti-Corruption Initiatives,All the sectors and the respective institutions implementing the KIP align their anti-corruption interventions to the KIP and develop annual action plans and progress implementation reports.,Sekta zote na taasisi zinazozitolea KIP zinaunganisha hatua zao za kupambana na ufisadi na KIP na huandaa mipango ya kila mwaka ya hatua na ripoti za maendeleo ya utekelezaji.,,"Sektoro duto kod riwruoge matayo chenro mar kelo lokruok e ngima dhano, tiyo gi chenro mar timo lokruok e ngima dhano mondo gikony e tieko mibadhi, kendo loso chenro mag timo lokruok e ngima dhano, kaachiel gi chiwo ripot mar dongruok ma gitimo e tijno.",Dhammaan qaybaha iyo hay'adaha ku xiran ee hirgelinaya MAP waxay isugu dheelitiraan tallaabooyinkooda la dagaalanka musuqmaasuqa MAP waxayna sameeyaan qorshe tallaabooyin sanadeed iyo warbixino ku saabsan horumarka hirgelinta.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/klif/,psa_governance.csv,africa,0.4,,True
326,Governance,Anti-Corruption Initiatives,These reports provide an opportunity to assess performance and measure impact of the stakeholder’s anti-corruption activities.,Ripoti hizi hutoa fursa ya kutathmini utendaji na kupima athari za shughuli za kupambana na ufisadi za wanahisa.,,Ripotgi chiwo thuolo mar nono tich ma jotelo mag riwruok mar oganda Jehova timo kendo ng'eyo kaka tijgi mar kedo gi mibadhi mulo ngima jogo.,Warbixinnadaani waxay fursad u siiyaan in la qiimeeyo waxqabadka iyo in la cabbiro saameynta hawlaha la dagaalanka musuqmaasuqa ee daneeyayaasha.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/klif/,psa_governance.csv,africa,0.4,,True
327,Governance,Devolution and Local Governance,"Democratization on the other hand, has led communities everywhere to clamour for good governance practices that promote the core principals of transparency, accountability, responsibility, inclusion and devolution in national life and the body politic.","Kwa upande mwingine, demokrasia imewafanya jamii kila mahali kudai mazoea mazuri ya utawala ambayo yanaendeleza kanuni za msingi za uwazi, uwajibikaji, uwajibikaji, ushiriki na uwekezaji katika maisha ya taifa na katika siasa.",,"Mopogore gi mano, timo dongruok e weche mag siasa osemiyo ji e pinje duto dwaro ni sirkal obed gi loch maber, kendo mondo gikony ji obed gi paro makare, gibed gi bura, gibed gi ting' mar timo gik moko e yo makare, gibed gi paro mowinjore, gibed gi winjruok maber gi oganda, kendo gibed gi winjruok maber gi oganda.","Dimuqraadiyadaynta dhinaca kale, waxay keentay in bulshooyinka meelkasta ay ku baaqaan dhaqanka maamulka wanaagsan ee dhiirigelinaya mabaadi'da aasaasiga ah ee hufnaan, xisaabtan, mas'uuliyad, ku darista iyo ka qaybgalka nolosha qaranka iyo jirka siyaasadeed.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/integrity-clubs/,psa_governance.csv,africa,0.5,,True
328,Governance,Anti-Corruption Initiatives,"Instrumental in uniting youth in the promotion of ethics, integrity and good governance through: Clubs anticipated to be established in all institutions of learning in Kenya.","Kuchangia kuunganisha vijana katika kukuza maadili, uadilifu na utawala mzuri kupitia: Makundi yanatarajiwa kuanzishwa katika taasisi zote za elimu nchini Kenya.",,"Okonyo e riwo ji e riwruok achiel e jiwo timbe mabeyo, luwo tim makare, kod locho maber kokalo kuom: Kinde mag puonjruok e Kenya duto ibiro chak.","Waxay ka qaybqaataan isbahaysiga dhalinyarada ee horumarinta anshaxa, daacadnimada iyo maamulka wanaagsan iyada oo loo marayo: Kooxaha la filayo in lagu dhiso dhammaan machadyada waxbarashada ee Kenya.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/integrity-clubs/,psa_governance.csv,africa,0.4,,True
329,Governance,Anti-Corruption Initiatives,Integrity Clubs are governed by an instrument in the Manual known as the Constitution of the Integrity Club.,Klabu za Uadilifu zinatawaliwa na chombo katika Mwongozo unaojulikana kama Katiba ya Klabu ya Uadilifu.,,Klab mag Integrity itimo kaluwore gi gima ondik e Buk Makonyo ma iluongo ni Constitution of the Integrity Club.,Naadiyada Daacadnimada waxaa maamula qalab ku jira buugga loo yaqaan Dastuurka Naadiga Daacadnimada.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/integrity-clubs/,psa_governance.csv,africa,0.4,,True
330,Governance,Anti-Corruption Initiatives,"The school outreach program entails sensitization on ethics, integrity, and anti-corruption for learners across all levels and teaching staff in institutions of learning across the country aimed at involving them in promoting integrity and corruption prevention.","Programu ya elimu ya shule inahusisha ufahamu juu ya maadili, uadilifu, na kupambana na ufisadi kwa wanafunzi wa ngazi zote na walimu wa taasisi za kujifunza kote nchini ili kuwahusisha katika kukuza uadilifu na kuzuia ufisadi.",,"Chenro mar konyo jopuonjre e skul oriwo chiwo paro e wi timbe mabeyo, tim makare, kod kedo gi mibadhi ne jopuonjre e migepe duto kod jopuonj e riwruoge mag tiegruok e piny mangima mondo omigi thuolo mar jiwo tim makare kod geng'o mibadhi.","Barnaamijka wacyi galinta dugsigu wuxuu ka kooban yahay wacyi galinta anshaxa, daacadnimada, iyo ka hortagga musuqmaasuqa ardayda heerarka oo dhan iyo shaqaalaha waxbarashada ee machadyada waxbarashada ee dalka oo dhan si looga qaybqaato horumarinta daacadnimada iyo ka hortagga musuqmaasuqa.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/integrity-clubs/,psa_governance.csv,africa,0.5,,True
331,Governance,Anti-Corruption Initiatives,The Commission sponsors the anti-corruption sub-theme during the KNDFF and KNMF.,Tume inasaidia sehemu ya kupambana na ufisadi wakati wa KNDFF na KNMF.,,"Kuom ranyisi, e kinde ma ne itimo KNDFF kod KNMF, ne itimo kampen mar kedo gi mibadhi.",Komishanku wuxuu taageeraa mawduuca hoose ee la dagaalanka musuqmaasuqa inta lagu jiro KNDFF iyo KNMF.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/integrity-clubs/,psa_governance.csv,africa,0.4,,True
332,Governance,Anti-Corruption Initiatives,"The establishment of the National Integrity Academy by the Ethics and Anti-Corruption Commission (EACC) stems from Commission’s mandate to combat and prevent corruption, economic crime and unethical practices as stipulated in Sections 11 and 13 of the EACC Act, 2011.","Kuanzishwa kwa Chuo cha Taifa cha Uadilifu na Tume ya Maadili na Kupambana na Ufisadi (EACC) hutokana na utume wa Tume ya kupambana na na kuzuia ufisadi, uhalifu wa kiuchumi na mazoea yasiyo ya maadili kama ilivyoainishwa katika Sehemu 11 na 13 za Sheria ya EACC, 2011.",,"Chenro mar loso National Integrity Academy mar EACC (Ethics and Anti-Corruption Commission) en mar kedo gi mibadhi, mahundu mag ohala, kod timbe maok kare kaka ondiki e Sula 11 kod 13 mag EACC Act, 2011.","Aasaaska Aqoonsiga Qaranka ee Guddiga anshaxa iyo la dagaalanka musuqmaasuqa (EACC) wuxuu ka yimaadaa amarkii Guddiga ee la dagaalanka iyo ka hortagga musuqmaasuqa, dambiyada dhaqaalaha iyo dhaqanka aan anshaxa lahayn sida lagu qeexay qaybaha 11 iyo 13 ee Sharciga EACC, 2011.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
333,Governance,Anti-Corruption Initiatives,"Therefore, the National Integrity Academy seeks to fulfil these needs in view of the dynamic nature of knowledge evolution in the area of ethics, governance and anti-corruption.","Kwa hiyo, Chuo cha Taifa cha Uadilifu kinajitahidi kutimiza mahitaji haya kwa kuzingatia hali ya nguvu ya maendeleo ya maarifa katika nyanja za maadili, utawala na kupambana na ufisadi.",,"Omiyo, National Integrity Academy dwaro chopo dwaro mag jogo kaluwore gi dongruok mar ng'eyo e weche mag timbe mabeyo, locho e yo maber, kod kedo gi mibadhi.","Sidaa darteed, Akadeemiyada Qaranka ee Daacadnimada waxay doonaysaa inay buuxiso baahiyahaas iyadoo la tixgelinayo dabeecadda firfircoon ee horumarka aqoonta ee ku saabsan anshaxa, maamulka iyo la dagaalanka musuqmaasuqa.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
334,Governance,Anti-Corruption Initiatives,"In September 2018, the Ethics and Anti-Corruption Commission (EACC) embarked on an experiential learning visit of the Independent Commission Against Corruption (ICAC), Hong Kong, a model on best practices for the National Integrity Academy.","Mnamo Septemba 2018, Tume ya Maadili na Kupambana na Ufisadi (EACC) ilianza ziara ya kujifunza ya uzoefu ya Tume ya Kujitegemea ya Kupambana na Ufisadi (ICAC), Hong Kong, mfano wa mazoea bora kwa Chuo cha Taifa cha Uadilifu.",,"E dwe mar Septemba 2018, Commission for Ethics and Anti-Corruption (EACC) ne otimo limbe mar puonjruok mar nono gima ne otimore ne Commission Independent Against Corruption (ICAC), Hong Kong, ma en ranyisi mar timbe mabeyo mag National Integrity Academy.","Bishii Sebtember 2018, Guddiga anshaxa iyo la dagaalanka musuqmaasuqa (EACC) wuxuu ku biiray booqasho waxbarasho oo khibrad leh oo uu ku tagay Guddiga Madaxa banaan ee la dagaalanka musuqmaasuqa (ICAC), Hong Kong, oo ah qaab lagu daydo dhaqanka ugu wanaagsan ee Akadeemiyada Daacadnimada Qaranka.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,1.0,,True
335,Governance,Anti-Corruption Initiatives,The team visited the Center for Anti-Corruption Studies and International Training (CACSIT ) that was established under ICAC in 2009 as a research center.,Timu hiyo ilitembelea Kituo cha Utafiti wa Kupambana na Ufisadi na Mafunzo ya Kimataifa (CACSIT) ambacho kilianzishwa chini ya ICAC mnamo 2009 kama kituo cha utafiti.,,Joluo ne odhi limo Center for Anti-Corruption Studies and International Training (CACSIT) ma ne ochak e bwo ICAC e higa mar 2009 kaka kar timo nonro.,Kooxda ayaa booqday Xarunta Daraasadaha La-dagaalanka Musuqmaasuqa iyo Tababarka Caalamiga ah (CACSIT) oo lagu aasaasay ICAC sanadkii 2009 iyadoo xarun cilmi baaris ah.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
336,Governance,Anti-Corruption Initiatives,The Commission identified the CACSIT for the benchmarking visit because the Centre provides training for internal staff and other Anti-Corruption Agencies (ACAs) in the region.,Tume imeamua CACSIT kwa ajili ya ziara ya kulinganisha kwa sababu kituo hutoa mafunzo kwa wafanyakazi wa ndani na wakala wengine wa kupambana na ufisadi (ACAs) katika mkoa.,,Ne oketo chenro mar bedo gi chenro mar timo nonro mar joma ok ni e migawono nikech ne oketo chenro mar bedo gi chenro mar bedo gi chenro mar konyo joma ok ni e migawono.,Komishanku wuxuu u aqoonsaday CACSIT booqashada isbarbardhiga ah maxaa yeelay xarunta ayaa tababar u siineysa shaqaalaha gudaha iyo hay'adaha kale ee la dagaalanka musuqmaasuqa ee gobolka.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.9,,True
337,Governance,Anti-Corruption Initiatives,"The National Integrity Academy offers cutting-edge and specialized courses on ethics, integrity and anti-corruption as relates to many professional and functional areas of organizations.","Chuo cha Taifa cha Uadilifu kinatoa kozi za hali ya juu na maalum juu ya maadili, uadilifu na kupambana na ufisadi kuhusiana na maeneo mengi ya kitaaluma na kazi ya mashirika.",,"National Integrity Academy chiwo tiegruok mag tiegruok e weche mag timbe mabeyo, timbe makare, kod kedo gi mibadhi kaluwore gi weche mag tich koda tije mag riwruoge.","Akadeemiyada Daacadnimada Qaranka waxay bixisaa koorsooyin casri ah oo takhasus leh oo ku saabsan anshaxa, daacadnimada iyo ka hortagga musuqmaasuqa oo la xiriira meelo badan oo xirfadeed iyo shaqo oo ururo ah.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
338,Governance,Anti-Corruption Initiatives,The courses are designed to respond to the ever-changing anti-corruption and ethics environment and client needs.,Kozi hizo zimeundwa ili kujibu mabadiliko ya daima ya kupambana na ufisadi na mazingira ya maadili na mahitaji ya wateja.,,"Tiegogo olos mondo omi omi ji duto obed gi paro mowinjore kuom lokruok ma timore e alwora mar kedo gi mibadhi kod timbe mabeyo, kaachiel gi dwaro mag jorit.",Koorsooyinka waxaa loogu talagalay inay ka jawaabaan isbeddelka joogtada ah ee deegaanka la dagaalanka musuqmaasuqa iyo anshaxa iyo baahiyaha macaamiisha.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
339,Governance,Anti-Corruption Initiatives,"The uniqueness about the Academy programmes is that participants have the opportunity to interact and learn from renowned anti-corruption, ethics and governance experts and practitioners drawn from the country, region and across the globe.","Jambo la pekee kuhusu programu za Chuo ni kwamba washiriki wana fursa ya kuingiliana na kujifunza kutoka kwa wataalam na wataalamu mashuhuri wa kupambana na ufisadi, maadili na utawala kutoka nchi, mkoa na ulimwenguni kote.",,"Gima kende e wi program mag Akademi en ni joma riwo lwedo nyalo tudore kendo puonjore kuom joma olony e kedo gi mibadhi, timbe mabeyo, kod loch, kaachiel gi joma tiyo e tije mag siasa moa e piny mangima.","Waxyaabaha gaarka ah ee ku saabsan barnaamijyada Akadeemiyada ayaa ah in kaqeybgalayaashu ay helaan fursad ay ku wada falgalaan oo ay wax ka bartaan khubaro iyo xirfadlayaal caan ah oo ka kala socda la dagaalanka musuqmaasuqa, anshaxa iyo maamulka oo ka kala yimid dalka, gobolka iyo adduunka oo dhan.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
340,Governance,Anti-Corruption Initiatives,"The Academy also plans to launch academic programmes on Ethics and Anti-corruption at Certificate, Diploma, Degree and Post- graduate level at an appropriate time.","Chuo hicho pia kina mpango wa kuzindua mipango ya kitaaluma ya maadili na kupambana na ufisadi katika kiwango cha Cheti, Diploma, Shahada na baada ya kuhitimu kwa wakati unaofaa.",,"Skul mar skul bende biro chako chenro mar chako chenro mag somo e wi timbe kod kedo gi mibadhi e wi weche mag yudo osuru, diploma, digri kod digri mag ng'ado mag kolej e kinde mowinjore.","Aqoonsiga ayaa sidoo kale qorsheynaya in waqti ku habboon uu bilaabo barnaamijyo waxbarasho oo ku saabsan anshaxa iyo ka hortagga musuqmaasuqa heerka shahaadada, shahaadada, shahaadada iyo shahaadada ka dambeysa.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
341,Governance,Public Participation,Curriculum Validation Workshop- 2 October 2018 The Constitution of Kenya provides for public participation in public projects.,Warsha ya Uhalali wa Mafunzo- 2 Oktoba 2018 Katiba ya Kenya inatoa ushiriki wa umma katika miradi ya umma.,,Chokruok mar Puonjruok e Weche Loso Puonjruok - 2 Oktoba 2018 Chik mar Kenya chiwo thuolo mar konyo ji e tije mag sirkal.,Waxqabadka ansaxinta manhajka- 2 Oktoobar 2018 Dastuurka Kenya wuxuu bixiyaa ka qaybgalka dadweynaha mashaariicda dadweynaha.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
342,Governance,Anti-Corruption Initiatives,"In respect to this Constitutional requirement, the Academy Team organized for the validation of the Academy Curriculum on 2 October, 2018 at the Kenya Leadership Integrity Offices, Nairobi Business Park.","Kuhusiana na mahitaji haya ya Katiba, Timu ya Chuo iliandaa uthibitisho wa Kurugenzi ya Chuo mnamo 2 Oktoba, 2018 katika Ofisi za Uadilifu wa Uongozi wa Kenya, Hifadhi ya Biashara ya Nairobi.",,"Kaluwore gi chik mar Kenya, Komiti mar Puonjruok mar Piny ne ochano mondo okony e loso chenro mar somo mar pinyno tarik 2 dwe mar Oktoba, 2018 e ofis mar Kenya Leadership Integrity Offices, Nairobi Business Park.","Marka la eego shuruudkan Dastuurka, Kooxda Akadeemiyada ayaa u abaabulay ansaxinta Manhajka Akadeemiyada 2 Oktoobar, 2018 Xafiisyada Daacadnimada Hogaaminta Kenya, Nairobi Business Park.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
343,Governance,Anti-Corruption Initiatives,"The course received great support from previous Anti-Corruption Directors, senior government officials , consultants and Non-Government Agencies. 2 nd Leadership and Integrity Course The Academy organized the second Leadership and Integrity Course for Executive from 28 th October to 1 st November, 2019 in Naivasha .","Kozi hiyo ilipokea msaada mkubwa kutoka kwa Wakurugenzi wa kupambana na ufisadi wa zamani, maafisa wakuu wa serikali, washauri na wakala wasio wa serikali. Kozi ya 2 ya Uongozi na Uadilifu Chuo hicho kilifanya kozi ya pili ya Uongozi na Uadilifu kwa Wafanyabiashara kutoka Oktoba 28 hadi Novemba 1, 2019 huko Naivasha.",,"Puonjruokno ne oyudo kony maduong' ahinya kuom jotelo machon mag kedo gi mibadhi, jotelo madongo mag sirkal, jopuonjre koda riwruoge maok mag sirkal.","Koorsada ayaa waxaa taageero weyn ka helay Agaasimayaasha la dagaalanka musuqmaasuqa ee hore, mas'uuliyiinta sare ee dowladda, la-taliyayaasha iyo hay'adaha aan dawliga ahayn Koorsada Hogaaminta iyo Daacadnimada Koorsada labaad Koorsada Hogaaminta iyo Daacadnimada ee Fulinta ayaa laga qabanqaabiyay 28ka Oktoobar ilaa 1ka Nofeembar, 2019 magaalada Naivasha.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
344,Governance,Anti-Corruption Initiatives,Training top leadership on issues of integrity and anti-corruption is critical because of their position and ability to influence.,Kufundisha viongozi wa juu kuhusu suala la uadilifu na kupambana na ufisadi ni muhimu kwa sababu ya msimamo wao na uwezo wao wa kuathiri.,,Tiego jotelo madongo e weche motudore gi wach luwo tim makare kod kedo gi mibadhi en gima dwarore ahinya nikech gibedo gi migawo koda nyalo mar chiko gik ma gitimo.,Tababarka hoggaamiyeyaasha sare ee arrimaha daacadnimada iyo ka hortagga musuq maasuqa ayaa muhiim ah sababtoo ah booskooda iyo awooda ay ku leeyihiin inay saameyn ku yeeshaan.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.5,,True
345,Governance,Anti-Corruption Initiatives,"The participants had very vigorous discussions on the following areas: The course facilitators included: Staff Induction, August 2019 The National Integrity Academy is mandated to carry out internal and external training on Integrity, Ethics and Good Governance.","Washiriki walifanya majadiliano yenye nguvu sana katika maeneo yafuatayo: Wafanyabiashara wa kozi hiyo walitia ndani: Kuingiza wafanyikazi, Agosti 2019 Chuo cha Kitaifa cha Uadilifu kina wajibu wa kufanya mafunzo ya ndani na nje ya Uadilifu, Maadili na Utawala Mzuri.",,"Jopuonjre ne owuoyo ahinya e wi weche maluwogi: Jopuonjre ma ne tayo skundno ne gin: Jopuonjre ma ne tiyo e kambi, Agost 2019","Ka qaybgalayaashu waxay wada hadleen si firfircoon meelaha soo socda: Fududeeyayaasha koorsada waxaa ka mid ahaa: Shaqaalaha soo bandhigida, Agoosto 2019 Akadeemiyada Daacadnimada Qaranka waxaa lagu amray inay fuliyaan tababarka gudaha iyo dibadda ee Daacadnimada, anshaxa iyo Maamul Wanaagsan.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
346,Governance,Anti-Corruption Initiatives,"The Academy inducted 37 newly recruited staff of the Ethics and Anti-Corruption Commission at the Kenya Institute of Curriculum Development in August, 2019.","Chuo hicho kilituma wafanyakazi 37 wapya wa Tume ya Maadili na Kupambana na Ufisadi kwenye Taasisi ya Maendeleo ya Mafunzo ya Kenya mnamo Agosti, 2019.",,"Skul mar Kenya Institute of Curriculum Development ne ochako tiyo gi jotich 37 manyien ma ne ochak tiyo e Komiti mar Timbe kod Loyo Mibadhi e dwe mar Agost, 2019.","Aqoonsiga ayaa 37 shaqaale cusub oo loo soo shaqaaleysiiyay Guddiga anshaxa iyo ka hortagga musuqmaasuqa ka soo galay Machadka Horumarinta Manhajka Kenya bishii Ogosto, 2019.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
347,Governance,Anti-Corruption Initiatives,"In efforts to address the challenge of corruption and unethical practices in public service, the Ethics and Anti-Corruption has adopted diverse strategies.","Katika jitihada za kukabiliana na changamoto ya ufisadi na mazoea yasiyo ya maadili katika huduma ya umma, Etika na kupambana na ufisadi imechukua mikakati mbalimbali.",,"Mondo omi okony e tieko mibadhi kod timbe maok nyis tim makare e tije mag sirkal, Bura mar Timbe Maler kod Lweny gi Mibadhi oseyiero yore mopogore opogore.","Iyadoo la doonayo in la qabsado dhibaatada musuqmaasuqa iyo dhaqanka anshaxa la'aanta ah ee ka jira adeegyada dadweynaha, anshaxa iyo la dagaalanka musuqmaasuqa ayaa qaatay istaraatiijiyo kala duwan.",Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
348,Governance,Anti-Corruption Initiatives,"Some of which include, the training of Integrity Assurance Officers (IAOs) and the setting up of Corruption Prevention Committees (CPC).",Baadhi ya mambo hayo ni mafunzo ya maafisa wa kuhakikisha uadilifu (IAO) na kuanzishwa kwa Halmashauri za Kuzuia Ufisadi (CPC).,,Moko kuom gik ma ne otimgo ne gin tiego jotelo ma rito tim makare (I.A.O.) kod chungo komiti mag geng'o mibadhi.,Qaar ka mid ah waxaa ka mid ah tababarka Saraakiisha Dammaanadda Daacadnimada (IAOs) iyo sameynta Guddiyada Ka Hortagga Musuqmaasuqa (CPC).,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
349,Governance,Anti-Corruption Initiatives,The National Integrity Academy trains Integrity Assurance officers (IAO) from various public sector institutions to strengthen their capacity to prevent and combat corruption in their institutions.,Chuo cha Taifa cha Uadilifu kinawazoeza maafisa wa Udhamini wa Uadilifu (IAO) kutoka taasisi mbalimbali za sekta ya umma ili kuimarisha uwezo wao wa kuzuia na kupambana na ufisadi katika taasisi zao.,,National Integrity Academy tiego jotelo mag Integrity Assurance (IAO) moa e riwruoge mopogore opogore mag sirkal mondo omed tego nyalo margi mar geng'o mibadhi kendo kedo gi mibadhi e riwruogegi.,Akadeemiyada Qaranka ee Daacadnimada waxay tababar u siisaa saraakiisha hubinta daacadnimada (IAO) ee hay'adaha kala duwan ee waaxda dadweynaha si loo xoojiyo awoodooda looga hortago iyo la dagaalanka musuqmaasuqa hay'adaha ay leeyihiin.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.4,,True
350,Governance,Anti-Corruption Initiatives,It is considered vital since corruption prevention is one of the performance contracting annual targets on which institutions are supposed to report progress on a quarterly basis to EACC.,Ni muhimu sana kwa sababu kuzuia ufisadi ni moja ya malengo ya utendaji wa mikataba ya kila mwaka ambayo taasisi zinatakiwa kuripoti maendeleo ya kila robo kwa EACC.,,En gima dwarore ahinya nikech geng'o mibadhi en achiel kuom chenro mag tich ma jotelo nyaka tim higa ka higa ma onego ochiw ripot ne EACC kuom dongruok ma gitimo.,Waxaa loo arkaa inay muhiim tahay maadaama ka hortagga musuq maasuqa uu yahay mid ka mid ah ujeedooyinka heshiisyada sanadlaha ah ee waxqabadka ee ay hay'adaha u baahan yihiin inay ku soo wargeliyaan horumarka saddex biloodba mar EACC.,Kenya EACC News (Anti-Corruption),,https://eacc.go.ke/default/national-integrity-academy/,psa_governance.csv,africa,0.7,,True
